date,employee_title,location,employee_status,review_title,years_at_company,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Thu Jun 27 2019 07:25:09 GMT+0530 (India Standard Time), Deployment Manager,Pune,Former Employee ,Superb place to work,,5,3,5,4,5,4
Thu Jun 27 2019 13:21:33 GMT+0530 (India Standard Time), Associate Manager,Bangalore,Current Employee ,Associate Manager,,4,4,4,4,4,4
Wed Jun 26 2019 10:08:59 GMT+0530 (India Standard Time), Senior Associate Platform L1,Hyderābād,Former Employee ,Great working environment,,5,5,5,5,3,5
Wed Jun 26 2019 20:08:05 GMT+0530 (India Standard Time), Senior Analyst,Bangalore,Current Employee ,I have been working with Accenture from last 2.6 years,,5,5,5,5,4,3
Wed Jun 26 2019 23:13:43 GMT+0530 (India Standard Time), Associate Software Engineer,Bangalore,Current Employee ,Good,,5,4,5,5,4,3
Wed Jun 26 2019 23:55:51 GMT+0530 (India Standard Time), Applications Developer Analyst,Pune,Former Employee ,Best In industry for fresher,,5,5,4,4,4,4
Thu Jun 27 2019 04:37:37 GMT+0530 (India Standard Time), Senior Software Engineer,Mumbai,Current Employee ,Accenture,,5,5,5,5,5,5
Wed Jun 26 2019 10:32:48 GMT+0530 (India Standard Time), Technology Education Analyst,Pune,Current Employee ,Good Opportunities,,4,4,4,4,4,4
Wed Jun 26 2019 16:02:15 GMT+0530 (India Standard Time), Senior Business Systems Analyst,Pune,Former Employee ,Worked for 5 years,,4,4,5,3,4,2
Wed Jun 26 2019 18:43:51 GMT+0530 (India Standard Time), Associate Software Engineer,Bangalore,Former Employee ,Accenture review,,4,4,4,4,4,4
Wed Jun 26 2019 20:00:50 GMT+0530 (India Standard Time), ASE,Mumbai,Former Employee ,Very good Working environment here,,4,4,4,4,4,4
Thu Jun 27 2019 02:25:08 GMT+0530 (India Standard Time), Software Test Engineer,"Gurgaon, Haryana",Current Employee ,Amazing place to work for,,4,3,4,3,3,4
Tue Jun 25 2019 09:43:05 GMT+0530 (India Standard Time), Team Lead,Bangalore,Current Employee ,Good learning,,5,3,5,5,3,5
Tue Jun 25 2019 19:57:54 GMT+0530 (India Standard Time), Business & Integration Arch Manager,Calcutta,Current Employee ,Working Culture @ Accenture,,5,5,5,5,5,
Tue Jun 25 2019 23:28:56 GMT+0530 (India Standard Time), Applications Development Analyst,Bangalore,Current Employee ,Great place to work,,5,4,5,4,4,4
Wed Jun 26 2019 03:39:13 GMT+0530 (India Standard Time), Associate Software Engineer,"Gurgaon, Haryana",Current Employee ,Great place to work,,5,5,5,5,4,3
Wed Jun 26 2019 05:25:03 GMT+0530 (India Standard Time), Associate,Bangalore,Former Employee ,"Worked as an Associate Software Engineer, and it was really great place to work.",,5,3,5,4,4,5
Wed Jun 26 2019 06:22:41 GMT+0530 (India Standard Time), Network Operation Analyst,Bangalore,Current Employee ,About six years of working experience. Well versed in On-site/off-site Troubleshooting .,,5,5,5,5,5,4
Tue Jun 25 2019 11:34:01 GMT+0530 (India Standard Time), ASE,Pune,Current Employee ,Good company,,4,3,5,3,4,5
Wed Jun 26 2019 03:34:46 GMT+0530 (India Standard Time), Senior Analyst,Bangalore,Current Employee ,Great to start career,,4,3,5,5,3,3
Wed Jun 26 2019 05:44:00 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Amazing work life balance,,4,4,4,4,4,4
Mon Jun 24 2019 10:37:17 GMT+0530 (India Standard Time), Team Leader,Noida,Current Employee ,Review,,5,4,4,4,4,4
Mon Jun 24 2019 20:27:11 GMT+0530 (India Standard Time), Project Management Analyst,Pune,Current Employee ,Great,,5,5,4,5,5,4
Mon Jun 24 2019 23:03:21 GMT+0530 (India Standard Time), Applications Development Analyst,Pune,Current Employee ,Better Place to Grow and Learn New Technologies,,5,4,5,5,5,4
Tue Jun 25 2019 09:43:05 GMT+0530 (India Standard Time), Team Lead,Bangalore,Current Employee ,Good learning,,5,3,5,5,3,5
Mon Jun 24 2019 21:43:01 GMT+0530 (India Standard Time), Applications Development Associate,Bangalore,Current Employee ,Good place to work,,4,3,4,3,3,4
Mon Jun 24 2019 22:32:53 GMT+0530 (India Standard Time), Engineer,Bangalore,Former Employee ,Engineer,,4,4,4,4,4,4
Tue Jun 25 2019 00:58:05 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Senior Software Engineer,,4,4,5,4,3,3
Mon Jun 24 2019 00:58:53 GMT+0530 (India Standard Time), Operations Lead,Hyderābād,Former Employee ,Accenture - Great to work,,5,5,5,5,5,
Mon Jun 24 2019 07:08:04 GMT+0530 (India Standard Time), Associate Software Engineer,Hyderābād,Former Employee ,good multinational company,,5,5,5,5,5,5
Sun Jun 23 2019 21:33:01 GMT+0530 (India Standard Time), Accountant,Chennai,Current Employee ,accountant,,4,4,3,3,4,3
Mon Jun 24 2019 00:58:33 GMT+0530 (India Standard Time), Applications Developer Analyst,Noida,Current Employee ,Work culture is good,,4,4,4,4,3,4
Mon Jun 24 2019 01:25:43 GMT+0530 (India Standard Time),,Hyderābād,Current Employee ,Good company to work for,,4,,,,,
Mon Jun 24 2019 03:39:39 GMT+0530 (India Standard Time), Applications Development Senior Programmer Analyst,Pune,Current Employee ,Good company to work for!,,4,3,5,5,2,2
Mon Jun 24 2019 05:55:25 GMT+0530 (India Standard Time), Associate Software Engineer,"Gurgaon, Haryana",Former Employee ,Great Company to work for in IT.,,4,4,4,3,4,4
Mon Jun 24 2019 06:14:07 GMT+0530 (India Standard Time), Assc Software Engineer,"Gurgaon, Haryana",Current Employee ,Nice company with less work pressure,,4,5,5,4,4,4
Sun Jun 23 2019 01:04:44 GMT+0530 (India Standard Time), Team Lead,Bangalore,Current Employee ,Good service base company,,5,2,3,4,4,3
Sun Jun 23 2019 06:58:28 GMT+0530 (India Standard Time), Network Operations Engineer,Bangalore,Current Employee ,Network Operations Associate,,5,4,5,5,5,4
Wed Jun 19 2019 06:04:21 GMT+0530 (India Standard Time), Content Moderator,Airoli,Current Employee ,Good Experience.,,5,5,5,5,5,
Sat Jun 22 2019 15:48:55 GMT+0530 (India Standard Time), Investment Banking Analyst,Bangalore,Current Employee ,Good,,4,3,3,3,3,1
Sat Jun 22 2019 21:36:26 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Awesome company,,4,4,5,4,3,4
Sat Jun 22 2019 22:39:47 GMT+0530 (India Standard Time), Applications Development Analyst,Pune,Current Employee ,Application Development Analyst,,4,4,4,3,4,3
Sun Jun 23 2019 09:36:49 GMT+0530 (India Standard Time), Senior Software Engineer,Chennai,Current Employee ,Good place to work,,4,3,3,2,4,1
Fri Jun 21 2019 11:48:49 GMT+0530 (India Standard Time), Software Test Engineer,"Gurgaon, Haryana",Current Employee ,Great Place to work In,,5,5,5,5,5,5
Fri Jun 21 2019 21:28:47 GMT+0530 (India Standard Time), PMO Lead,Pune City,Current Employee ,Excellent place to work,,5,5,5,5,3,5
Fri Jun 21 2019 21:39:24 GMT+0530 (India Standard Time), Applications Development Senior Programmer Analyst,Hyderābād,Former Employee ,Application Development Senior Analyst (SSE) at Accenture for 4 years,,5,5,5,5,4,3
Fri Jun 21 2019 22:48:46 GMT+0530 (India Standard Time), Software Engineer,"Gurgaon, Haryana",Former Employee ,Wonderful learning experience,,5,5,5,4,3,5
Fri Jun 21 2019 23:42:00 GMT+0530 (India Standard Time), Transaction Process Associate,Hyderābād,Former Employee ,Great MNC,,5,4,4,5,4,3
Sat Jun 22 2019 05:43:33 GMT+0530 (India Standard Time), Python Developer,Mumbai,Current Employee ,Good,,5,4,4,4,4,4
Fri Jun 21 2019 23:42:00 GMT+0530 (India Standard Time), Transaction Process Associate,Hyderābād,Former Employee ,Great MNC,,5,4,4,5,4,3
Sat Jun 22 2019 05:43:33 GMT+0530 (India Standard Time), Python Developer,Mumbai,Current Employee ,Good,,5,4,4,4,4,4
Sat Jun 22 2019 06:05:31 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Great work culture,,5,4,5,5,3,4
Sat Jun 22 2019 08:17:55 GMT+0530 (India Standard Time), Business Operations New Associate,Hyderābād,Current Employee ,Associate,,5,,,,,
Fri Jun 21 2019 22:33:59 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Good,,4,4,4,3,2,4
Sat Jun 22 2019 02:29:50 GMT+0530 (India Standard Time), Applications Developer,Bangalore,Current Employee ,Application developer,,4,,,,,
Sat Jun 22 2019 04:41:29 GMT+0530 (India Standard Time), Systems Analyst,Pune,Current Employee ,One of the good companies of India,,4,3,4,3,4,2
Sat Jun 22 2019 05:30:04 GMT+0530 (India Standard Time), Business Analyst,Pune City,Former Employee ,Accenture (Pune),,4,5,5,4,3,4
Thu Jun 20 2019 17:01:17 GMT+0530 (India Standard Time), Service Delivery Manager,Pune,Current Employee ,Great company if you starve for growth,,5,2,5,5,4,4
Thu Jun 20 2019 23:08:02 GMT+0530 (India Standard Time), Analyst,Bangalore,Current Employee ,Great company to work for,,5,5,5,4,2,4
Fri Jun 21 2019 01:28:31 GMT+0530 (India Standard Time), Applications Analyst,Mumbai,Former Employee ,Good work,,4,4,5,4,4,4
Fri Jun 21 2019 02:15:40 GMT+0530 (India Standard Time), Associate Software Engineer,Hyderābād,Former Employee ,Work at Accenture,,4,4,4,4,4,4
Fri Jun 21 2019 03:47:03 GMT+0530 (India Standard Time), Client Financial Management Analyst,Bangalore Rural,Former Employee ,Accenture work review,,4,5,5,4,3,4
Fri Jun 21 2019 06:00:45 GMT+0530 (India Standard Time), Accenture Analyst,Bangalore,Current Employee ,Job @ Accenture,,4,4,5,4,3,3
Wed Jun 19 2019 12:01:40 GMT+0530 (India Standard Time), Staff Accountant,Noida,Former Employee ,I m fresher,,5,5,5,5,5,5
Wed Jun 19 2019 20:57:13 GMT+0530 (India Standard Time), Senior Software Engineer,Chennai,Current Employee ,Great place to work,,5,4,5,3,4,5
Wed Jun 19 2019 23:29:38 GMT+0530 (India Standard Time), H R,Pune,Current Employee ,Very Good & Flexible,,5,4,3,3,2,3
Wed Jun 19 2019 11:11:53 GMT+0530 (India Standard Time),,Pune,Current Employee ,Good working environment,,4,4,5,4,5,5
Wed Jun 19 2019 12:13:12 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Current Employee ,Software Engineer,,4,4,4,4,5,4
Wed Jun 19 2019 12:26:20 GMT+0530 (India Standard Time), ETL Developer,Mumbai,Current Employee ,Work culture,,4,4,4,4,3,3
Wed Jun 19 2019 19:17:44 GMT+0530 (India Standard Time), Transaction Process Associate,Bangalore,Current Employee ,I am with Accenture from past two years.,,4,4,4,5,3,2
Thu Jun 20 2019 01:32:05 GMT+0530 (India Standard Time), Senior Applications Developer,Bangalore,Current Employee ,Good Company to start your Career,,4,3,5,4,3,4
Thu Jun 20 2019 02:55:54 GMT+0530 (India Standard Time), Team Lead,Chennai,Former Employee ,Great work life Balance,,4,4,4,4,4,4
Thu Jun 20 2019 06:23:25 GMT+0530 (India Standard Time),,Pune,Former Employee ,Best service based organization,,4,4,4,4,3,3
Thu Jun 20 2019 09:19:50 GMT+0530 (India Standard Time), Team Leader,Bangalore,Current Employee ,Accenture Review,,4,3,4,3,3,3
Tue Jun 18 2019 09:58:51 GMT+0530 (India Standard Time), Business Advisor,Airoli,Former Employee ,Great culture,,5,4,5,5,4,5
Wed Jun 19 2019 05:37:46 GMT+0530 (India Standard Time),,Chennai,Former Employee ,Process associate,,5,5,5,5,2,2
Wed Jun 19 2019 09:41:51 GMT+0530 (India Standard Time), Noyhing,Bangalore,Current Employee ,Nothing,,5,5,5,5,5,5
Tue Jun 18 2019 11:17:58 GMT+0530 (India Standard Time), Applications Development Analyst,Bangalore,Current Employee ,Service company with some extaa benefits,,4,3,3,4,4,2
Tue Jun 18 2019 13:26:00 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Former Employee ,General Review,,4,5,4,3,3,4
Wed Jun 19 2019 02:43:22 GMT+0530 (India Standard Time), Applications Development Analyst,Bangalore,Current Employee ,Application Development Analyst,,4,4,5,3,4,4
Wed Jun 19 2019 05:14:22 GMT+0530 (India Standard Time), Team Lead,Bangalore,Current Employee ,Good place to work,,4,4,3,3,4,4
Wed Jun 19 2019 07:49:30 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Senior Software Engineer,,4,3,4,4,3,3
Wed Jun 19 2019 09:02:26 GMT+0530 (India Standard Time), Project Manager,Hyderābād,Current Employee ,Good and stable employer,,4,3,5,4,3,5
Mon Jun 17 2019 17:35:42 GMT+0530 (India Standard Time), IT Analyst,Calcutta,Current Employee ,Accenture is good Organization,,5,5,5,5,5,5
Mon Jun 17 2019 21:19:37 GMT+0530 (India Standard Time),,Chennai,Current Employee ,Process analyst,,5,5,5,5,5,5
Mon Jun 17 2019 22:22:26 GMT+0530 (India Standard Time), Associate Manager,Bangalore,Current Employee ,Good Company to work,,5,4,5,5,3,5
Mon Jun 17 2019 23:23:35 GMT+0530 (India Standard Time), Audit Manager,"Gurgaon, Haryana",Current Employee ,Audit,,5,4,4,4,2,3
Mon Jun 17 2019 23:25:51 GMT+0530 (India Standard Time), Senior Process Associate,Chennai,Current Employee ,Senior Process associate,,5,5,5,4,5,4
Tue Jun 18 2019 05:28:57 GMT+0530 (India Standard Time), Senior Business Analyst,Bangalore,Former Employee ,Customer Support Engineer/Software Engineer,,5,5,5,5,5,5
Tue Jun 18 2019 06:12:05 GMT+0530 (India Standard Time),,Mumbai,Former Employee ,Tukaram mundkar,,5,5,5,5,5,5
Mon Jun 17 2019 11:40:58 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Current Employee ,Too good,,4,5,5,4,3,5
Mon Jun 17 2019 19:37:50 GMT+0530 (India Standard Time), Applications Developer,Pune,Former Employee ,Good for experienced people,,4,3,4,4,3,4
Mon Jun 17 2019 20:11:14 GMT+0530 (India Standard Time), Systems Analyst,Pune,Former Employee ,Nice company to learn,,4,2,5,4,3,3
Mon Jun 17 2019 23:20:45 GMT+0530 (India Standard Time), S S E(Senior Software Engineer),"Gurgaon, Haryana",Current Employee ,working,,4,3,4,,,
Tue Jun 18 2019 08:45:41 GMT+0530 (India Standard Time), Applications Development Analyst,Chennai,Former Employee ,Good place to start your career,,4,1,4,4,1,4
Sun Jun 16 2019 10:53:19 GMT+0530 (India Standard Time), Senior Software Engineer,Hyderābād,Former Employee ,Amazing,,5,5,5,5,4,4
Sun Jun 16 2019 16:42:22 GMT+0530 (India Standard Time), Transaction Process Associate,"Gurgaon, Haryana",Current Employee ,Transaction processing Associate,,4,3,4,4,3,3
Sun Jun 16 2019 17:14:39 GMT+0530 (India Standard Time), Software Test Engineer,Hyderābād,Former Employee ,Good,,4,4,4,4,4,4
Sun Jun 16 2019 21:39:19 GMT+0530 (India Standard Time), Associate,Hyderābād,Current Employee ,Associate,,4,4,5,4,4,4
Sun Jun 16 2019 22:58:26 GMT+0530 (India Standard Time), Associate,Hyderābād,Current Employee ,Accenture,,4,4,4,4,4,4
Mon Jun 17 2019 01:02:48 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Good company to work for,,4,4,4,5,4,4
Mon Jun 17 2019 07:07:00 GMT+0530 (India Standard Time), Quality Assurance,Mumbai,Former Employee ,Good place to Work,,4,2,4,3,4,1
Mon Jun 17 2019 07:25:16 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,cloud migration & implementation analyst,,4,4,5,4,4,4
Mon Jun 17 2019 08:00:11 GMT+0530 (India Standard Time), Associate,Mumbai,Current Employee ,I am working In Accenture from past 2 years,,4,1,5,3,2,4
Fri Jun 14 2019 04:47:29 GMT+0530 (India Standard Time), Consultant,"Gurgaon, Haryana",Current Employee ,Business Strategy Consultant,,4,,,,,
Sat Jun 15 2019 11:41:23 GMT+0530 (India Standard Time), Associate Business Process Analyst,Hyderābād,Former Employee ,To analyse and to correct the given data depending upon the policies,,5,4,5,4,5,4
Sat Jun 15 2019 19:15:27 GMT+0530 (India Standard Time), Network Operations Analyst,Bangalore,Former Employee ,Best company to begin your career,,5,4,5,5,4,4
Wed Jun 12 2019 02:38:48 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Former Employee ,Salary,,5,5,5,5,3,5
Sat Jun 15 2019 10:11:36 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Awesome company,,4,4,4,4,4,3
Sat Jun 15 2019 20:08:25 GMT+0530 (India Standard Time),,Pune,Current Employee ,Overall a good company but depends on project,,4,4,4,4,4,3
Sat Jun 15 2019 22:07:06 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Nice Company,,4,3,3,3,3,3
Fri Jun 14 2019 11:32:23 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Greate place to work,,5,5,5,5,3,5
Fri Jun 14 2019 12:35:04 GMT+0530 (India Standard Time), Software Engineering Analyst,Mumbai,Former Employee ,Accenture,,5,5,5,5,5,3
Sat Jun 15 2019 00:49:09 GMT+0530 (India Standard Time), Senior Software Engineer,Mumbai,Current Employee ,Very Good,,5,5,5,4,5,5
Sat Jun 15 2019 01:47:48 GMT+0530 (India Standard Time), Software Engineer,Pune,Current Employee ,Good,,5,5,5,5,5,5
Fri Jun 14 2019 21:03:40 GMT+0530 (India Standard Time), Software Engineering Analyst,Bangalore,Former Employee ,Good place to start career,,4,3,5,5,3,3
Sat Jun 15 2019 06:23:24 GMT+0530 (India Standard Time),,Pune,Former Employee ,Awesome place to work at!,,4,4,4,4,4,4
Thu Jun 13 2019 18:46:11 GMT+0530 (India Standard Time), Senior Contract Analyst (Legal),Noida,Current Employee ,Amazing organisation to work with.,,5,5,5,4,5,5
Thu Jun 13 2019 11:45:51 GMT+0530 (India Standard Time), Technology Analyst,Pune,Former Employee ,Technology Education Analyst,,4,4,4,5,4,4
Thu Jun 13 2019 18:46:11 GMT+0530 (India Standard Time), Senior Contract Analyst (Legal),Noida,Current Employee ,Amazing organisation to work with.,,5,5,5,4,5,5
Thu Jun 13 2019 11:45:51 GMT+0530 (India Standard Time), Technology Analyst,Pune,Former Employee ,Technology Education Analyst,,4,4,4,5,4,4
Fri Jun 14 2019 04:27:28 GMT+0530 (India Standard Time), Business Associate,"Gurgaon, Haryana",Former Employee ,Excellent company to work with,,4,3,5,3,4,4
Fri Jun 14 2019 06:37:13 GMT+0530 (India Standard Time), ASE,Chennai,Current Employee ,ASE,,4,4,4,4,4,4
Thu Jun 27 2019 14:27:52 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Very bad place to work,,3,2,1,3,4,1
Thu Jun 27 2019 21:15:29 GMT+0530 (India Standard Time), Quality Assurance Analyst,Airoli,Current Employee ,Quality Associate,,3,3,5,4,5,3
Wed Jun 12 2019 13:43:56 GMT+0530 (India Standard Time), Software Engineer,Pune,Current Employee ,Accenture review,,5,5,5,5,4,5
Wed Jun 12 2019 21:21:23 GMT+0530 (India Standard Time), Senior Applications Analyst and Developer,Hyderābād,Current Employee ,Best place to work,,5,5,5,5,5,4
Thu Jun 13 2019 02:36:41 GMT+0530 (India Standard Time), Translator,Hyderābād,Current Employee ,Translator Team Lead,,5,3,5,4,5,5
Thu Jun 13 2019 05:08:10 GMT+0530 (India Standard Time), Transaction Processing Associate,Chennai,Former Employee ,Good,,5,4,4,4,5,5
Wed Jun 12 2019 22:30:42 GMT+0530 (India Standard Time), Applications Development Analyst,Hyderābād,Current Employee ,Good company for freshers,,4,4,4,4,4,4
Wed Jun 12 2019 23:06:31 GMT+0530 (India Standard Time), IT Operations Senior Analyst,Bangalore,Current Employee ,"Sr, Analyst",,4,3,5,4,4,5
Wed Jun 12 2019 23:58:04 GMT+0530 (India Standard Time), Software Enginnner,Bangalore,Former Employee ,Good company to work,,4,5,4,4,3,2
Thu Jun 13 2019 01:10:51 GMT+0530 (India Standard Time), S S E(Senior Software Engineer),"Gurgaon, Haryana",Current Employee ,Good company to work for,,4,5,3,4,3,3
Thu Jun 13 2019 02:58:49 GMT+0530 (India Standard Time), Applications Development Associate,Mumbai,Current Employee ,Great Place to Work,,4,5,5,4,5,5
Tue Jun 11 2019 18:58:53 GMT+0530 (India Standard Time), Applications Development Senior Analyst,Bangalore,Former Employee ,Greater values to everyone,,5,5,5,5,5,5
Wed Jun 12 2019 06:50:36 GMT+0530 (India Standard Time), Specialist,Bangalore,Current Employee ,Very good company,,5,5,5,5,5,5
Wed Jun 26 2019 19:56:59 GMT+0530 (India Standard Time), Software Engineer,Noida,Current Employee ,Software engineer,,2,5,5,1,1,1
Tue Jun 11 2019 14:51:35 GMT+0530 (India Standard Time), ASE,Bangalore,Current Employee ,ASE,,4,4,4,4,4,4
Tue Jun 11 2019 18:29:03 GMT+0530 (India Standard Time), Software Engineer,Chennai,Current Employee ,Safest place to work,,4,4,4,4,3,2
Tue Jun 11 2019 23:03:51 GMT+0530 (India Standard Time), Associate Manager,New Delhi,Current Employee ,Excellent Company,,4,3,4,4,4,4
Wed Jun 12 2019 03:06:24 GMT+0530 (India Standard Time), Applications Development Analyst,Mumbai,Current Employee ,Good place to start career in IT services industry.,,4,2,5,4,1,5
Wed Jun 12 2019 04:37:16 GMT+0530 (India Standard Time), Applications Developer,Bangalore,Current Employee ,Overall a good experience,,4,4,5,4,4,4
Wed Jun 12 2019 07:43:30 GMT+0530 (India Standard Time), Senior Applications Development Engineer,Bangalore,Current Employee ,Stepping stone,,4,4,5,4,5,4
Wed Jun 12 2019 08:37:52 GMT+0530 (India Standard Time), Associate Software Engineer,Pune,Current Employee ,I worked at Accenture full-time for 1 year,,4,3,5,4,2,4
Wed Jun 12 2019 09:54:02 GMT+0530 (India Standard Time), Applications Development Senior Analyst,Bangalore,Current Employee ,Great Company to work with!!,,4,5,5,3,4,4
Mon Jun 10 2019 20:48:20 GMT+0530 (India Standard Time), ASE,Bangalore,Current Employee ,Nice place to work,,5,5,4,5,4,1
Mon Jun 10 2019 21:35:44 GMT+0530 (India Standard Time), Technical Project Manager,Mumbai,Current Employee ,Review,,5,3,4,5,5,3
Mon Jun 10 2019 22:23:40 GMT+0530 (India Standard Time), Accounts Payable Analyst,Chennai,Current Employee ,Accounts payable analyst,,5,3,3,3,3,3
Tue Jun 11 2019 07:36:03 GMT+0530 (India Standard Time), Software Engineer,Pune,Former Employee ,Great Place to work,,5,4,5,4,4,5
Mon Jun 10 2019 10:14:47 GMT+0530 (India Standard Time), Software Engineering Analyst,"Gurgaon, Haryana",Former Employee ,Software Engineering Analyst,,4,5,4,4,3,3
Mon Jun 10 2019 14:13:48 GMT+0530 (India Standard Time), Manual Tester,Bangalore,Current Employee ,Working enviroment is good,,4,5,5,4,3,4
Mon Jun 10 2019 15:49:15 GMT+0530 (India Standard Time), Senior Software Developer,Bangalore,Former Employee ,Good work culture,,4,5,5,4,4,4
Mon Jun 10 2019 19:28:08 GMT+0530 (India Standard Time), Business Process Delivery,Bangalore,Current Employee ,Business Process Delivery,,4,3,4,3,3,2
Mon Jun 10 2019 21:46:58 GMT+0530 (India Standard Time), Applications Development Senior Programmer Analyst,Hyderābād,Former Employee ,Good Company overall,,4,4,4,5,5,4
Tue Jun 11 2019 01:45:02 GMT+0530 (India Standard Time), Senior Analyst,"Gurgaon, Haryana",Current Employee ,Good company to work for,,4,3,3,4,4,4
Tue Jun 11 2019 05:34:14 GMT+0530 (India Standard Time), Team Leader,Pune,Former Employee ,Big MNC,,4,4,3,4,3,3
Tue Jun 11 2019 06:41:20 GMT+0530 (India Standard Time), IT Operations Analyst,"Gurgaon, Haryana",Former Employee ,It’s a good place to work,,4,3,5,3,4,3
Tue Jun 11 2019 08:20:36 GMT+0530 (India Standard Time),,Hyderābād,Current Employee ,Good,,4,2,3,5,5,2
Tue Jun 11 2019 09:41:45 GMT+0530 (India Standard Time), Senior Data Analyst,Noida,Current Employee ,Overall good experience to learn new things,,4,3,3,4,3,3
Tue Jun 11 2019 08:20:36 GMT+0530 (India Standard Time),,Hyderābād,Current Employee ,Good,,4,2,3,5,5,2
Tue Jun 11 2019 09:41:45 GMT+0530 (India Standard Time), Senior Data Analyst,Noida,Current Employee ,Overall good experience to learn new things,,4,3,3,4,3,3
Tue Jun 25 2019 07:59:04 GMT+0530 (India Standard Time), Delivery Manager,Bangalore,Current Employee ,Work culture,,3,3,3,4,2,3
Tue Jun 25 2019 09:04:50 GMT+0530 (India Standard Time), Software Engineer,Mumbai,Current Employee ,Work culture at Accenture,,3,4,4,4,2,4
Mon Jun 10 2019 04:22:09 GMT+0530 (India Standard Time), Senior Software Engineer,Mumbai,Former Employee ,Good Company,,5,5,5,5,5,5
Tue Jun 25 2019 08:34:19 GMT+0530 (India Standard Time), Social Medi Associate,Mumbai,Former Employee ,Content Moderator or social media associate,,2,2,3,5,4,3
Sun Jun 09 2019 12:48:53 GMT+0530 (India Standard Time), Associate Manager,Bangalore,Current Employee ,Great place to work,,4,5,5,5,2,3
Sun Jun 09 2019 12:50:53 GMT+0530 (India Standard Time), Senior Software Engineer,Hyderābād,Former Employee ,Good perks and benefits but no growth once you have stayed a while,,4,3,4,3,4,2
Sun Jun 09 2019 16:51:09 GMT+0530 (India Standard Time), Customer Service Associate,Mumbai,Current Employee ,Have learnt a lot and still learning. Looking forward to enhance my skills.,,4,4,4,3,3,3
Sun Jun 09 2019 20:53:35 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,Good company,,4,4,,,,
Mon Jun 10 2019 01:26:13 GMT+0530 (India Standard Time), Applications Development Analyst,Bangalore,Current Employee ,Great Work Environment,,4,4,4,4,4,4
Mon Jun 10 2019 02:04:54 GMT+0530 (India Standard Time), Business Analyst,Mumbai,Former Employee ,Good Place to be,,4,5,5,4,4,3
Mon Jun 10 2019 04:54:22 GMT+0530 (India Standard Time),,Pune,Current Employee ,Excellent company to work for,,4,4,5,4,3,4
Mon Jun 10 2019 04:55:51 GMT+0530 (India Standard Time), Digital Marketing Specialist,"Gurgaon, Haryana",Former Employee ,Great Company,,4,4,4,5,5,4
Mon Jun 10 2019 05:16:25 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Current Employee ,Good company amongst MNCs,,4,3,3,4,3,4
Sun Jun 23 2019 20:55:22 GMT+0530 (India Standard Time),,Pune,Former Employee ,Tech Lead,,3,,,,,
Sat Jun 08 2019 10:02:47 GMT+0530 (India Standard Time), Senior Network Engineer,"Gurgaon, Haryana",Current Employee ,Salary,,5,3,5,5,5,5
Sat Jun 08 2019 13:24:12 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Great Company to work for,,5,4,4,4,4,3
Sat Jun 08 2019 14:47:54 GMT+0530 (India Standard Time), Senior Customer Service Associate,Bangalore,Former Employee ,Senior customer service associate,,5,3,5,3,3,4
Sat Jun 08 2019 22:14:04 GMT+0530 (India Standard Time),,Chennai,Current Employee ,Searching for job,,5,5,5,5,5,5
Sat Jun 08 2019 12:37:00 GMT+0530 (India Standard Time), Business and Integration Architecture Manager,Pune,Current Employee ,Excellent company in India to work for,,4,5,5,3,3,4
Sat Jun 08 2019 23:33:52 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Working at Accenture,,4,2,4,2,2,1
Sun Jun 09 2019 07:39:34 GMT+0530 (India Standard Time), Assistant Manager,Chennai,Former Employee ,Excellent Place to Work and Learn,,4,4,5,4,3,4
Sat Jun 22 2019 10:40:43 GMT+0530 (India Standard Time), Operation Associate,Noida,Current Employee ,Betterment,,3,2,3,5,4,1
Sun Jun 23 2019 06:50:35 GMT+0530 (India Standard Time), MIS,Noida,Current Employee ,Pros and cons,,3,3,3,3,3,3
Sat Jun 08 2019 07:29:42 GMT+0530 (India Standard Time), Associate Software Engineer,Bangalore,Former Employee ,A good place to start your career,,5,4,5,5,4,5
