date,employee_title,location,employee_status,review_title,years_at_company,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Fri Apr 26 2019 12:01:57 GMT+0530 (India Standard Time), Associate Software Engineer,Bangalore,Current Employee ,Level 13 resource,,3,3,4,4,4,2
Sat Apr 27 2019 04:01:17 GMT+0530 (India Standard Time), Back Office,Airoli,Former Employee ,Back office,,3,3,5,3,5,4
Sat Apr 27 2019 05:51:52 GMT+0530 (India Standard Time), HRBP,Mumbai,Former Employee ,Its a good company,,3,3,4,4,1,2
Thu May 16 2019 22:00:25 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Worst,,1,1,1,1,1,1
Tue Apr 09 2019 17:19:46 GMT+0530 (India Standard Time), Financial Analyst,Chennai,Current Employee ,Good,,4,3,4,3,3,4
Thu Apr 11 2019 11:37:12 GMT+0530 (India Standard Time), Strategy Manager,Mumbai,Current Employee ,Good place to learn,,5,5,5,4,2,2
Thu Apr 11 2019 18:32:04 GMT+0530 (India Standard Time)," Operations, Quality Analyst and Ontinuous Improvement Lead",Bangalore,Former Employee ,Great place to work and grow!,,5,4,5,5,5,5
Thu Apr 11 2019 19:53:38 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Former Employee ,Good Healthy Work Environment,,5,4,5,5,4,4
Thu Apr 11 2019 23:19:09 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Client Support,,5,4,4,5,5,5
Fri Apr 12 2019 09:57:16 GMT+0530 (India Standard Time), Senior Software Engineer,Hyderābād,Current Employee ,One of the best company,,5,4,5,5,3,4
Fri May 17 2019 13:28:21 GMT+0530 (India Standard Time), Senior Network Engineer,Bangalore,Current Employee ,Senior Network engineer,,1,1,3,2,1,1
Fri May 17 2019 22:37:34 GMT+0530 (India Standard Time), Software Engineer,Pune,Former Employee ,Not good,,1,1,1,1,1,1
Fri May 17 2019 07:18:25 GMT+0530 (India Standard Time), IT Operations Analyst,Bangalore,Current Employee ,Worse,,1,1,1,1,1,1
Thu Apr 11 2019 13:37:55 GMT+0530 (India Standard Time),,Mumbai,Former Employee ,Working environment,,4,4,3,4,5,3
Thu Apr 11 2019 13:42:28 GMT+0530 (India Standard Time), Senior Associate,Mumbai,Former Employee ,Nice company to work with.,,4,4,3,3,4,3
Thu Apr 11 2019 15:14:03 GMT+0530 (India Standard Time), Analyst/Developer,Bangalore,Current Employee ,Good place to start,,4,3,5,4,3,4
Thu Apr 11 2019 20:20:25 GMT+0530 (India Standard Time), QA Analyst,Pune,Current Employee ,Lack of opportunity,,4,3,4,4,4,3
Thu Apr 11 2019 20:54:04 GMT+0530 (India Standard Time), Workforce Management Analyst,"Gurgaon, Haryana",Current Employee ,Accenture Work Environment,,4,5,5,4,5,4
Fri Apr 12 2019 10:01:12 GMT+0530 (India Standard Time),,Chennai,Current Employee ,Specialist,,4,4,4,4,4,4
Fri Apr 12 2019 10:20:54 GMT+0530 (India Standard Time), Analyst,West,Current Employee ,Good Company for freshers,,4,3,3,4,4,4
Fri Apr 26 2019 01:44:24 GMT+0530 (India Standard Time), Applications Development Associate,Pune,Current Employee ,Decent start for a fresher.,,3,1,2,3,2,2
Fri Apr 26 2019 06:13:45 GMT+0530 (India Standard Time), Team Leader,Pune,Current Employee ,Reviews Accenture,,3,3,5,4,4,3
Fri Apr 26 2019 07:22:45 GMT+0530 (India Standard Time), Associate Applications Developer,Hyderābād,Current Employee ,Good company to begin as fresher,,3,4,4,3,3,3
Fri Apr 26 2019 10:08:15 GMT+0530 (India Standard Time), Test Engineer,Hyderābād,Current Employee ,A worst experience in Hyderabad,,3,5,4,4,3,1
Wed Apr 10 2019 20:54:48 GMT+0530 (India Standard Time),,Pune,Current Employee ,Sap Fico,,5,5,5,5,5,5
Thu Apr 11 2019 08:41:09 GMT+0530 (India Standard Time), Business Analyst,Hyderābād,Former Employee ,best company,,5,5,5,5,5,5
Fri Apr 26 2019 08:56:12 GMT+0530 (India Standard Time), Project Manager,Bangalore,Current Employee ,Company is Good but all depends on your Project,,2,1,1,2,2,2
Fri Apr 26 2019 08:57:25 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,okayish experience as an ASE,,2,3,3,3,3,3
Thu May 16 2019 06:42:11 GMT+0530 (India Standard Time), Associate Software Engineer,Bangalore,Current Employee ,Worst for freshers,,1,3,1,1,3,1
Thu May 16 2019 08:18:09 GMT+0530 (India Standard Time), Financial Analyst,Bangalore,Current Employee ,Pathetic experience at Accenture,,1,2,2,3,2,2
Wed Apr 10 2019 14:21:15 GMT+0530 (India Standard Time), Cloud Operations Engineer,"Gurgaon, Haryana",Current Employee ,Ok,,4,2,3,3,3,3
Wed Apr 10 2019 22:51:37 GMT+0530 (India Standard Time), Associate Manager,Airoli,Current Employee ,Best Company to work for,,4,5,5,4,5,4
Wed Apr 10 2019 23:04:35 GMT+0530 (India Standard Time), Applications Development Senior Analyst,Hyderābād,Former Employee ,Application Development Senior Analyst,,4,3,4,4,4,3
Wed Apr 10 2019 23:10:11 GMT+0530 (India Standard Time), IT Operations Associate,Bangalore,Former Employee ,Good place to work,,4,5,4,5,2,2
Thu Apr 11 2019 05:25:57 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Associate software engineer,,4,4,4,4,4,3
Thu Apr 11 2019 08:03:05 GMT+0530 (India Standard Time), Test Automation Engineer,Bangalore,Current Employee ,Test Automation Engineer,,4,4,4,5,4,4
Wed Apr 24 2019 15:59:38 GMT+0530 (India Standard Time), Applications Development Analyst,Bangalore,Former Employee ,Great place to work,,3,3,3,3,3,3
Wed Apr 24 2019 23:47:06 GMT+0530 (India Standard Time), Applications Development Senior Analyst,Bangalore,Current Employee ,Application Development Senior Analyst,,3,3,5,3,2,2
Thu Apr 25 2019 06:44:34 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,Senior Analyst,,3,2,4,4,3,2
Tue Apr 09 2019 10:33:56 GMT+0530 (India Standard Time), Software Test Analyst,Chennai,Current Employee ,good company to work,,5,5,5,5,5,5
Thu Apr 25 2019 06:44:34 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,Senior Analyst,,3,2,4,4,3,2
Tue Apr 09 2019 10:33:56 GMT+0530 (India Standard Time), Software Test Analyst,Chennai,Current Employee ,good company to work,,5,5,5,5,5,5
Tue Apr 09 2019 10:50:40 GMT+0530 (India Standard Time), Senior Financial Analyst,"Gurgaon, Haryana",Current Employee ,Very Good organization,,5,2,4,5,3,3
Tue Apr 09 2019 23:50:50 GMT+0530 (India Standard Time), SSE,Puna,Current Employee ,SSE,,5,5,5,5,5,5
Wed Apr 10 2019 00:16:45 GMT+0530 (India Standard Time), Associate Manager,New Delhi,Current Employee ,Good placeto work,,5,4,5,5,4,5
Thu May 16 2019 05:48:15 GMT+0530 (India Standard Time), Band 8,"Gurgaon, Haryana",Current Employee ,Salary,,1,1,1,2,3,1
Tue May 14 2019 11:36:40 GMT+0530 (India Standard Time), Applications Development Programmer Analyst,"Gurgaon, Haryana",Current Employee ,Never work under a Female Lead if you don't know licking,,1,1,1,1,1,1
Tue Apr 09 2019 23:48:33 GMT+0530 (India Standard Time), Applications Development Senior Analyst,Mumbai,Current Employee ,Accenture : A good place to work,,4,3,5,4,3,3
Wed Apr 10 2019 08:03:47 GMT+0530 (India Standard Time), CFM Analyst,Pune,Current Employee ,CFM Analyst,,4,4,4,3,2,4
Wed Apr 10 2019 10:04:30 GMT+0530 (India Standard Time),,Noida,Current Employee ,Work,,4,3,5,4,4,1
Tue Apr 23 2019 11:47:17 GMT+0530 (India Standard Time), Salesforce Developer,Pune,Current Employee ,Good company to start career and lern a whole lot technologies,,3,3,5,4,2,4
Tue Apr 23 2019 21:57:32 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Women friendly environment,,3,3,2,3,3,2
Wed Apr 24 2019 00:21:06 GMT+0530 (India Standard Time), Team Leader,Chennai,Current Employee ,Not Bad,,3,3,4,3,2,3
Mon Apr 08 2019 10:57:09 GMT+0530 (India Standard Time), Senior Analyst,New Delhi,Former Employee ,Employee review,,5,5,5,5,5,5
Mon Apr 08 2019 11:10:15 GMT+0530 (India Standard Time), Software Development Analyst,"Gurgaon, Haryana",Current Employee ,Software development analyst,,5,5,5,3,3,2
Tue Apr 09 2019 02:20:00 GMT+0530 (India Standard Time), Senior Software Engineer,"Gurgaon, Haryana",Current Employee ,very good company,,5,5,5,4,3,3
Tue Apr 09 2019 06:59:52 GMT+0530 (India Standard Time), Associate Software Engineer,Mumbai,Former Employee ,Great Company to Work For!,,5,5,5,5,5,4
Tue May 14 2019 11:56:08 GMT+0530 (India Standard Time), Project Manager,Hyderābād,Former Employee ,Manager,,1,1,2,2,1,1
Wed May 15 2019 09:27:40 GMT+0530 (India Standard Time), Associate Software Engineer,Hyderābād,Former Employee ,Associate Software Engineer,,1,4,3,1,1,2
Wed Apr 24 2019 09:10:12 GMT+0530 (India Standard Time), Senior Software Engineer,Hyderābād,Former Employee ,Work Culture,,2,4,3,3,2,3
Mon Apr 08 2019 11:35:16 GMT+0530 (India Standard Time), Statistical Programmer,Bangalore,Current Employee ,Good Company,,4,2,4,4,3,4
Tue Apr 09 2019 00:00:34 GMT+0530 (India Standard Time), Associate Software Engineer,Pune,Current Employee ,Good company,,4,5,5,4,5,5
Tue Apr 09 2019 06:20:42 GMT+0530 (India Standard Time), Network Engineer,New Delhi,Former Employee ,Network Support Engineer,,4,3,4,3,5,2
Tue Apr 09 2019 10:30:02 GMT+0530 (India Standard Time), Team Leader,Hyderābād,Current Employee ,Great Company to work with,,4,3,4,4,3,3
Sat Apr 06 2019 10:18:27 GMT+0530 (India Standard Time), Developer/Applications Support Analyst,Chennai,Current Employee ,Review by Application Development Analyst,,4,4,5,4,5,2
Mon Apr 08 2019 00:36:39 GMT+0530 (India Standard Time), Applications Development Team Lead,Mumbai,Current Employee ,Team Lead,,5,3,3,3,3,1
Mon Apr 08 2019 02:12:38 GMT+0530 (India Standard Time), Manager,Pune,Current Employee ,Great place to work,,5,5,5,5,5,5
Wed Apr 03 2019 10:49:13 GMT+0530 (India Standard Time), Security Analyst,"Gurgaon, Haryana",Current Employee ,Good,,5,5,5,5,5,5
Mon Apr 08 2019 09:07:01 GMT+0530 (India Standard Time), ASE,Chennai,Current Employee ,Average,,4,3,4,4,3,3
Sun Apr 21 2019 10:49:33 GMT+0530 (India Standard Time), Transaction Processing Specialist,Bangalore,Current Employee ,I’m very with Accenture from past three years,,3,3,3,2,2,1
Mon Apr 22 2019 00:33:44 GMT+0530 (India Standard Time), Associate Software Engineer,Chennai,Former Employee ,Good,,3,3,3,4,2,3
Sat Apr 06 2019 12:19:14 GMT+0530 (India Standard Time), Manager,Bangalore,Current Employee ,Best company to work,,5,4,4,4,4,4
Sat Apr 06 2019 23:58:00 GMT+0530 (India Standard Time), Procurement Operations Associate,Noida,Current Employee ,Work Environment,,5,5,4,5,4,4
Sun Apr 07 2019 09:02:14 GMT+0530 (India Standard Time), Sr,Hyderābād,Former Employee ,Project,,5,,,,,
Sun May 12 2019 03:11:25 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Worst Company Ever,,1,1,1,1,1,1
Sat Apr 06 2019 21:09:46 GMT+0530 (India Standard Time), Analyst,"Gurgaon, Haryana",Former Employee ,Experience totally depends on manager,,4,2,4,3,4,3
Sun Apr 07 2019 04:39:00 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Good Company,,4,,,,,
Fri Apr 05 2019 16:33:25 GMT+0530 (India Standard Time), Team Leader,Bangalore,Current Employee ,Best Place to work,,5,4,4,3,2,4
Sat Apr 06 2019 00:34:58 GMT+0530 (India Standard Time), Senior Software Engineer,"Gurgaon, Haryana",Current Employee ,Great place,,5,5,5,5,5,2
Sat Apr 06 2019 03:40:08 GMT+0530 (India Standard Time), Transaction Processing Analyst,Hyderābād,Current Employee ,transaction processing associate,,5,3,3,4,3,3
Fri Apr 05 2019 13:20:26 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Good,,4,4,4,4,3,4
Fri Apr 05 2019 20:14:54 GMT+0530 (India Standard Time), Associate Software Developer,Hyderābād,Former Employee ,Good company eith lots of benefits,,4,4,4,4,4,4
Sat Apr 06 2019 01:05:55 GMT+0530 (India Standard Time), Associate Manager,Bangalore,Current Employee ,Good company to work for,,4,3,5,5,4,5
Sat Apr 20 2019 02:00:06 GMT+0530 (India Standard Time), Software Analyst,Bangalore,Current Employee ,Not Bad,,3,4,3,3,2,3
Sat Apr 20 2019 08:20:21 GMT+0530 (India Standard Time), Test Engineer,Hyderābād,Current Employee ,good company,,3,4,3,3,3,2
Sat Apr 20 2019 05:51:53 GMT+0530 (India Standard Time), Associate Manager,Calcutta,Current Employee ,"High Attrition, and why not",,2,2,1,2,3,1
Thu Apr 04 2019 10:47:19 GMT+0530 (India Standard Time), Data Processing,Bangalore,Former Employee ,Good Company,,4,4,4,5,4,3
Fri Apr 05 2019 01:08:01 GMT+0530 (India Standard Time), Subject Matter Expert,"Gurgaon, Haryana",Current Employee ,Good company to work with,,4,4,4,4,4,4
Thu Apr 18 2019 20:00:53 GMT+0530 (India Standard Time),,Hyderābād,Current Employee ,It all depends upon the Project you are in.,,3,2,1,3,4,2
Fri Apr 19 2019 00:57:59 GMT+0530 (India Standard Time), IT Associate,Bangalore,Former Employee ,Average,,3,3,3,2,2,3
Thu Apr 18 2019 20:00:53 GMT+0530 (India Standard Time),,Hyderābād,Current Employee ,It all depends upon the Project you are in.,,3,2,1,3,4,2
Fri Apr 19 2019 00:57:59 GMT+0530 (India Standard Time), IT Associate,Bangalore,Former Employee ,Average,,3,3,3,2,2,3
Thu Apr 04 2019 01:29:50 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Former Employee ,Ideal company to improve our skills,,5,5,5,5,5,5
Thu Apr 04 2019 03:58:38 GMT+0530 (India Standard Time), Sales Associate,New Delhi,Current Employee ,.........,,5,,,,,
Fri May 10 2019 01:46:54 GMT+0530 (India Standard Time), Business Analyst,"Gurgaon, Haryana",Former Employee ,Marvelous experience with old management. New management sucks big time. No sense as how to talk to an employee.,,1,1,1,1,1,1
Thu Apr 18 2019 10:56:17 GMT+0530 (India Standard Time), Chartered Accountant,Pune,Former Employee ,Chartered Accountant,,2,3,2,2,3,2
Wed Apr 03 2019 23:37:40 GMT+0530 (India Standard Time), Senior Software Analyst,Bangalore,Former Employee ,Amazing and Memorable,,4,5,5,5,5,4
Thu Apr 04 2019 01:47:46 GMT+0530 (India Standard Time), Testing Engineering Analyst,Bangalore,Current Employee ,Good company,,4,4,4,4,4,4
Thu Apr 04 2019 07:02:46 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Current Employee ,Software Engineer,,4,3,4,4,2,3
Thu Apr 04 2019 08:46:27 GMT+0530 (India Standard Time), Applications Developer,"Gurgaon, Haryana",Current Employee ,Its a nice company with great work life balance and career growth.,,4,5,5,4,3,4
Wed Apr 03 2019 02:22:25 GMT+0530 (India Standard Time), QA Tester,Bangalore,Current Employee ,Best Comapny,,5,4,4,5,4,4
Tue Apr 02 2019 13:38:41 GMT+0530 (India Standard Time), Team Lead,Hyderābād,Current Employee ,Nice company to work,,4,3,5,5,4,4
Tue Apr 02 2019 22:54:28 GMT+0530 (India Standard Time), Applications Development Programmer Analyst,Bangalore,Current Employee ,Good Place to work,,4,5,4,4,3,5
Wed Apr 03 2019 03:04:28 GMT+0530 (India Standard Time), Software Engineer,Chennai,Current Employee ,Good company to work with Accenture,,4,4,4,4,4,2
Wed Apr 03 2019 06:31:30 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Associate HR,,4,3,5,4,3,3
Wed Apr 03 2019 07:51:13 GMT+0530 (India Standard Time), Incident Manager,Bangalore,Current Employee ,Good place to work,,4,5,4,5,3,3
Wed Apr 03 2019 10:31:27 GMT+0530 (India Standard Time), Associate Software Engineer,Airoli,Current Employee ,"Good company to work with, learning depends on your project",,4,5,4,3,3,4
Tue Apr 16 2019 19:47:00 GMT+0530 (India Standard Time), Senior Analyst,Mumbai,Former Employee ,Senior Analyst,,3,4,5,3,2,1
Tue Apr 16 2019 22:57:39 GMT+0530 (India Standard Time), Test Analyst,"Gurgaon, Haryana",Current Employee ,Worst Experience,,3,4,2,3,2,1
Tue Apr 02 2019 00:18:29 GMT+0530 (India Standard Time), Testing Engineering Analyst,Hyderābād,Current Employee ,About Accenture,,5,4,3,2,2,3
Tue Apr 16 2019 22:57:39 GMT+0530 (India Standard Time), Test Analyst,"Gurgaon, Haryana",Current Employee ,Worst Experience,,3,4,2,3,2,1
Tue Apr 02 2019 00:18:29 GMT+0530 (India Standard Time), Testing Engineering Analyst,Hyderābād,Current Employee ,About Accenture,,5,4,3,2,2,3
Tue Apr 02 2019 03:39:24 GMT+0530 (India Standard Time), Senior Applications Developer,Bangalore,Current Employee ,Very good especially for women,,5,5,5,4,4,5
Tue Apr 02 2019 03:54:09 GMT+0530 (India Standard Time), Applications Security Analyst,Bangalore,Current Employee ,Excellent,,5,5,4,5,5,4
Tue May 07 2019 18:28:49 GMT+0530 (India Standard Time), Transaction Processing Specialist,Bangalore,Current Employee ,Transaction processing analyst,,1,1,1,1,1,1
Wed Apr 17 2019 05:43:13 GMT+0530 (India Standard Time), SSE,Pune,Current Employee ,Review,,2,2,1,2,2,1
Mon Apr 01 2019 19:48:34 GMT+0530 (India Standard Time), Senior Financial Analyst,Bangalore,Current Employee ,Good,,4,4,4,4,4,4
Tue Apr 02 2019 06:30:11 GMT+0530 (India Standard Time), Data Analyst,Bangalore,Current Employee ,Good one,,4,2,4,4,3,1
Mon Apr 15 2019 22:57:39 GMT+0530 (India Standard Time), Quality Lead,Hyderābād,Current Employee ,BPO Review - Google Client,,3,2,1,1,3,2
Sun Mar 31 2019 12:01:24 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Current Employee ,Fantastic company,,5,5,5,5,5,4
Tue Apr 16 2019 04:33:33 GMT+0530 (India Standard Time), Accountant,Chennai,Current Employee ,Account's,,2,3,4,3,2,2
Sun Mar 31 2019 21:29:38 GMT+0530 (India Standard Time), Software Engineer,Hyderābād,Former Employee ,Cool,,4,3,3,5,5,5
Mon Apr 01 2019 02:04:06 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Sr Business Analyst,,4,4,4,3,2,1
Mon Apr 01 2019 03:09:34 GMT+0530 (India Standard Time),,Mumbai,Former Employee ,Very good company to start the career as a fresher,,4,4,4,4,3,4
Sun Apr 14 2019 22:20:39 GMT+0530 (India Standard Time), Applications Development Analyst,Airoli,Current Employee ,Company Review,,3,4,3,3,,
Sun Mar 31 2019 04:16:36 GMT+0530 (India Standard Time), Assistant Manager,Mumbai,Former Employee ,It was good working experience at Accenturr,,5,4,5,5,3,2
Sat Mar 30 2019 19:46:44 GMT+0530 (India Standard Time), Selenium Automation Test Engineer,Chennai,Current Employee ,Accenture,,4,4,3,4,4,4
Sun Mar 31 2019 10:24:20 GMT+0530 (India Standard Time), Procurement,Sholinganallur,Former Employee ,Good for freshers with low package,,4,4,1,2,3,2
Sun Apr 14 2019 07:02:48 GMT+0530 (India Standard Time), Applications Development Analyst,Pune,Current Employee ,Accenture review,,3,3,3,3,2,3
Fri Mar 29 2019 11:28:41 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,PMO,,5,3,3,3,4,2
Sun Apr 14 2019 07:02:48 GMT+0530 (India Standard Time), Applications Development Analyst,Pune,Current Employee ,Accenture review,,3,3,3,3,2,3
Fri Mar 29 2019 11:28:41 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,PMO,,5,3,3,3,4,2
Sat Mar 30 2019 02:33:53 GMT+0530 (India Standard Time), Applications Development Analyst,Mumbai,Current Employee ,Good place to start and good place to retire,,5,5,5,4,4,2
Fri Mar 29 2019 11:04:08 GMT+0530 (India Standard Time), Associate Software Engineer,Chennai,Former Employee ,Good place to work but low pay and high crowd,,4,4,5,3,3,4
Fri Mar 29 2019 21:43:18 GMT+0530 (India Standard Time), Quality Assurance Analyst,New Delhi,Current Employee ,"Stringent policies, good pay",,4,4,5,5,4,3
Fri Mar 29 2019 22:13:37 GMT+0530 (India Standard Time), Lead Software Engineer,Chennai,Former Employee ,nice company to work,,4,3,3,4,4,3
Fri Mar 29 2019 22:43:31 GMT+0530 (India Standard Time), Associate Manager,Pune,Current Employee ,Good Company to Work,,4,3,4,4,3,4
Fri Mar 29 2019 23:30:25 GMT+0530 (India Standard Time), Senior Software Engineer,"Gurgaon, Haryana",Current Employee ,Accenture is good for freshers.,,4,1,5,4,3,5
Sat Mar 30 2019 01:23:58 GMT+0530 (India Standard Time), Technical Lead,Pune,Current Employee ,Very good compnay,,4,5,5,4,3,5
Sat Apr 13 2019 02:44:38 GMT+0530 (India Standard Time), Applications Developer Analyst,"Gurgaon, Haryana",Former Employee ,"Good Company, Less growth opportunities.",,3,3,4,4,3,2
Thu Mar 28 2019 23:13:33 GMT+0530 (India Standard Time), Lead Technical,Hyderābād,Current Employee ,Technical lead,,5,4,4,5,3,4
Fri Mar 29 2019 09:54:49 GMT+0530 (India Standard Time), SEO,Noida,Current Employee ,Positive outlook,,5,5,5,5,5,5
Thu Mar 28 2019 14:28:25 GMT+0530 (India Standard Time),,Mumbai,Former Employee ,Operation Analyst,,4,3,5,5,3,3
Thu Mar 28 2019 23:06:27 GMT+0530 (India Standard Time), Associate Manager,Bangalore,Current Employee ,Great company culture,,4,4,5,4,4,3
Fri Mar 29 2019 02:04:46 GMT+0530 (India Standard Time), Applications Test Analyst,"Gurgaon, Haryana",Former Employee ,Quality analyst,,4,4,5,3,2,1
Fri Mar 29 2019 09:09:47 GMT+0530 (India Standard Time), Learning and Development,Bangalore,Current Employee ,Learning and Training Development,,4,4,4,4,3,2
Thu Apr 11 2019 12:49:44 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Former Employee ,Worked for 2.5 years,,3,4,4,3,1,1
Thu Apr 11 2019 21:32:58 GMT+0530 (India Standard Time), Senior Software Analyst,Mumbai,Former Employee ,Consulting firm,,3,4,4,3,2,3
Fri Apr 12 2019 03:18:17 GMT+0530 (India Standard Time), Applications Development Programmer Analyst,Bangalore,Former Employee ,Great company to work,,3,3,3,3,3,2
Fri Apr 12 2019 08:36:05 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Accenture Review,,3,3,4,3,3,2
Wed Mar 27 2019 19:58:21 GMT+0530 (India Standard Time), SAP ABAP Consultant,Pune,Current Employee ,SAP ABAP CONSULTANT,,5,5,5,5,5,5
Wed Mar 27 2019 21:45:43 GMT+0530 (India Standard Time),,Chennai,Former Employee ,Associate software developer,,5,3,5,5,4,2
Thu Mar 28 2019 03:21:01 GMT+0530 (India Standard Time), Senior Analyst,Mumbai,Former Employee ,Digital Marketing Business Advisory,,5,2,4,5,5,1
Wed Mar 27 2019 10:44:13 GMT+0530 (India Standard Time), Applications Development Senior Analyst,Bangalore,Current Employee ,Accenture Review,,4,3,5,4,4,3
Wed Mar 27 2019 23:34:05 GMT+0530 (India Standard Time), Asssosiate Engineer,Pune,Current Employee ,Amazzing Experience,,4,4,4,4,4,4
Thu Mar 28 2019 08:38:38 GMT+0530 (India Standard Time), Business Analyst,Mumbai,Current Employee ,Excellent,,4,5,5,4,3,5
Thu Mar 28 2019 10:01:43 GMT+0530 (India Standard Time), Senior Applications Developer,Mumbai,Current Employee ,Best in service industry.,,4,3,4,3,4,4
Wed Apr 10 2019 18:18:39 GMT+0530 (India Standard Time), Processing Associate,"Gurgaon, Haryana",Former Employee ,Good company with lots of work,,3,3,4,2,3,2
Thu Apr 11 2019 04:08:01 GMT+0530 (India Standard Time), Software Developer,New Delhi,Former Employee ,Overall Satisfied,,3,3,3,3,3,3
Thu Apr 11 2019 06:36:45 GMT+0530 (India Standard Time), Associate Software Engineer,Bangalore,Former Employee ,Good Work Culture,,3,3,4,3,4,5
Wed Mar 27 2019 02:52:43 GMT+0530 (India Standard Time), Associate Software Developer,Bangalore,Current Employee ,Very good for a fresher to start,,5,5,5,5,4,5
Wed Mar 27 2019 05:35:39 GMT+0530 (India Standard Time), Software Engineer,Hyderābād,Former Employee ,Great Place to work,,5,4,4,4,4,3
Wed Mar 27 2019 09:33:32 GMT+0530 (India Standard Time), Software Developer,Pune,Current Employee ,good company,,5,5,5,5,5,5
Thu Apr 11 2019 06:17:32 GMT+0530 (India Standard Time), Applications Developer,Mumbai,Former Employee ,Very bad spoil ur life,,2,1,1,1,2,2
Tue Mar 26 2019 12:10:39 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Great Company,,4,3,4,4,4,3
Tue Mar 26 2019 23:28:57 GMT+0530 (India Standard Time), Business Process Analyst,Hyderābād,Current Employee ,Business Process Analyst,,4,3,4,3,3,3
Tue Mar 26 2019 23:41:48 GMT+0530 (India Standard Time), Cloud Operation Analyst,"Gurgaon, Haryana",Current Employee ,Nice company to work,,4,5,5,4,4,3
Tue Apr 09 2019 13:54:42 GMT+0530 (India Standard Time),,Mumbai,Former Employee ,Great!,,3,,,,,
Tue Apr 09 2019 21:06:47 GMT+0530 (India Standard Time), Team Lead,Chennai,Current Employee ,Good Placeto work,,3,3,3,4,4,2
Wed Apr 10 2019 07:12:07 GMT+0530 (India Standard Time), Team Lead,Bangalore,Current Employee ,Culture of the company,,3,5,5,3,3,3
