date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Fri Oct 05 2012 22:27:52 GMT+0530 (India Standard Time), Consultant,Mumbai,Current Employee ,Amazing people with a constant focus on people and client,,0,,,,5.0,3.0,5.0,5.0,4.0,4.0
Tue Sep 11 2012 11:39:31 GMT+0530 (India Standard Time), Engagements Manager,Mumbai,Former Employee ,Great place to start your career and build strong leadership skills,,0,,,,5.0,5.0,4.0,,,
Wed Sep 12 2012 02:53:03 GMT+0530 (India Standard Time), Graphic Design and Presentation Specialist,"Gurgaon, Haryana",Current Employee ,The top most employer in the world,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Aug 29 2012 21:11:22 GMT+0530 (India Standard Time), Visual Aids Specialist,Chennai,Former Employee ,best company,,0,,,,5.0,3.0,5.0,5.0,4.0,5.0
Wed Aug 29 2012 23:48:18 GMT+0530 (India Standard Time), Associate,Mumbai,Former Employee ,"Tons to learn, but at a huge cost to personal life",,0,,,,2.0,1.0,1.0,4.0,3.0,2.0
Mon Jul 16 2012 07:57:18 GMT+0530 (India Standard Time), Research Analyst,"Gurgaon, Haryana",Current Employee ,Average,,0,,,,4.0,3.0,5.0,4.0,2.0,1.0
Tue Jul 17 2012 01:16:53 GMT+0530 (India Standard Time), Junior Research Analyst,"Gurgaon, Haryana",Former Employee ,Nice place,,0,,,,3.0,3.0,3.0,4.0,4.0,3.0
Tue Jun 26 2012 10:26:56 GMT+0530 (India Standard Time), Junior Research Analyst,Chennai,Former Employee ,Great,,0,,,,5.0,3.0,5.0,5.0,4.0,5.0
Sun Jun 24 2012 10:04:58 GMT+0530 (India Standard Time), Executive Assistant,Chennai,Current Employee ,Very good company. Very Bad People,,0,,,,4.0,5.0,1.0,3.0,3.0,1.0
Mon Jun 25 2012 10:29:03 GMT+0530 (India Standard Time), Senior Analyst,"Gurgaon, Haryana",Current Employee ,Good opportunities to grow but less pay compared to peer set,,0,,,,3.0,2.0,4.0,3.0,2.0,2.0
Sun Jun 10 2012 22:27:58 GMT+0530 (India Standard Time), Administrative Consultant,Chennai,Current Employee ,Best learning and co-operative team,,0,,,,5.0,4.0,4.0,4.0,4.0,4.0
Mon Jun 11 2012 08:01:21 GMT+0530 (India Standard Time), Visual Aid Specialist,Chennai,Current Employee ,Working environment is nice...,,0,,,,3.0,4.0,4.0,3.0,2.0,3.0
Sun Jun 10 2012 02:17:17 GMT+0530 (India Standard Time), Junior Associate,New Delhi,Current Employee ,The best finishing school,,0,,,,3.0,3.0,4.0,5.0,2.0,5.0
Thu May 31 2012 06:59:36 GMT+0530 (India Standard Time), Analyst,"Gurgaon, Haryana",Current Employee ,"Good exposure, good learning",,0,,,,3.0,3.0,4.0,4.0,1.0,3.0
Sun Apr 29 2012 06:36:03 GMT+0530 (India Standard Time), CF Senior Analyst,"Gurgaon, Haryana",Former Employee ,Quite enriching. It was well grounded on practical applications of theory to real world companies,,0,,,,5.0,4.0,4.5,3.0,4.0,
Tue May 22 2012 10:58:39 GMT+0530 (India Standard Time), Analyst,"Gurgaon, Haryana",Current Employee ,"Fantastic,",,0,,,,4.0,4.0,4.5,4.5,4.0,
Tue May 15 2012 10:30:33 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,Proud to be a part of this great institution.,,0,,,,4.0,4.5,4.5,4.5,4.5,
Wed Apr 25 2012 09:50:53 GMT+0530 (India Standard Time), Senior Research Analyst,"Gurgaon, Haryana",Former Employee ,"McK was the right place to start off, as it gave me the right set of skills to succeed in my subsequent years of career",,0,,,,4.0,4.0,4.0,3.5,4.0,
Mon Aug 01 2011 06:17:31 GMT+0530 (India Standard Time), Research Analyst,"Gurgaon, Haryana",Current Employee ,Pathetic place to work,,0,,,,1.0,3.5,2.0,1.0,1.0,
Fri Jul 16 2010 09:29:25 GMT+0530 (India Standard Time), Junior Associate,"Gurgaon, Haryana",Current Employee ,India office still learning to deal with experienced hires,,0,,,,3.0,4.0,3.0,2.5,2.0,
Wed Jun 30 2010 03:44:45 GMT+0530 (India Standard Time), Specialist,New Delhi,Current Employee ,Great to have rapid exposure & good learning; start planing an exit option from day 1,,0,,,,4.0,3.5,4.5,4.0,3.5,
Mon Jun 07 2010 10:35:18 GMT+0530 (India Standard Time), Associate,Mumbai,Current Employee ,WOW!,,0,,,,5.0,5.0,5.0,5.0,5.0,
Sat Apr 24 2010 21:19:38 GMT+0530 (India Standard Time), Senior Analyst,New Delhi,Current Employee ,Be entrepreneurial or perish,,0,,,,4.0,5.0,3.5,3.5,5.0,
Mon Apr 19 2010 05:45:15 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,Good experience,,0,,,,4.0,4.0,4.0,4.0,4.0,
Wed Mar 24 2010 11:13:14 GMT+0530 (India Standard Time), Research Analyst,"Gurgaon, Haryana",Former Employee ,RA @ McKC,,0,,,,3.0,2.0,3.0,3.0,2.5,
Fri Jan 29 2010 00:51:34 GMT+0530 (India Standard Time), Senior Research Analyst,"Gurgaon, Haryana",Current Employee ,Review,,0,,,,3.0,3.0,3.0,3.5,1.0,
Thu Jun 27 2019 17:39:05 GMT+0530 (India Standard Time), Senior Engagement Manager,,Current Employee ,Truly one of the best places to develop and work with some of the brightest and most inspirational people around.,,0,,,,5.0,2.0,5.0,5.0,5.0,5.0
Tue Jun 25 2019 01:48:23 GMT+0530 (India Standard Time), Expert,"London, England",Current Employee ,Perfect place to work.. it’s really hard to leave,,0,,,,5.0,5.0,5.0,4.0,3.0,4.0
Thu Jun 20 2019 05:24:33 GMT+0530 (India Standard Time), Engagement Manager,Paris,Current Employee ,Exceptional experience,,0,,,,5.0,2.0,5.0,5.0,5.0,5.0
Tue Jun 18 2019 21:30:39 GMT+0530 (India Standard Time),,,Current Employee ,Engagement Manager,,0,,,,5.0,4.0,4.0,5.0,5.0,4.0
Tue Jun 18 2019 06:48:13 GMT+0530 (India Standard Time), Data Scientist,Berlin,Former Employee ,Analysing the image data from customers,,0,,,,5.0,,,,,
Sun Jun 16 2019 08:29:38 GMT+0530 (India Standard Time), Partner,"New York, NY",Former Employee ,An unparalleled environment for exceptional people,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Wed Jun 12 2019 12:18:19 GMT+0530 (India Standard Time), Business Analyst,"Chicago, IL",Former Employee ,Great experience,,0,,,,5.0,3.0,4.0,5.0,5.0,4.0
Thu Jun 13 2019 06:04:33 GMT+0530 (India Standard Time),,,Current Employee ,Junior Associate interview,,0,,,,5.0,,,,,
Fri Jun 14 2019 14:45:34 GMT+0530 (India Standard Time), Engagement Manager,,Former Employee ,Not a great place for women to succeed despite the firm's efforts,,0,,,,3.0,1.0,2.0,4.0,4.0,2.0
Wed Jun 26 2019 20:28:22 GMT+0530 (India Standard Time), Engagement Manager,"Washington, DC",Current Employee ,Ok,,0,,,,3.0,1.0,2.0,3.0,2.0,2.0
Tue Jun 04 2019 18:45:33 GMT+0530 (India Standard Time), Engagement Manager,,Current Employee ,Great company,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Mon Jun 10 2019 14:35:48 GMT+0530 (India Standard Time),,,Current Employee ,Great company!,,0,,,,5.0,,,,,
Sat Jun 22 2019 11:11:21 GMT+0530 (India Standard Time), Business Analyst,,Former Employee ,Great Company and a Strong Culture,,0,,,,4.0,3.0,4.0,5.0,4.0,4.0
Fri Jun 07 2019 13:55:19 GMT+0530 (India Standard Time), Associate Partner,"Dallas, TX",Former Employee ,Great place to work,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Jun 21 2019 06:29:39 GMT+0530 (India Standard Time),,"London, England",Former Employee ,"Amazing professional development, can be hard to find balance",,0,,,,4.0,,,,,
Wed Jun 05 2019 12:06:40 GMT+0530 (India Standard Time), Specialist,"New York, NY",Current Employee ,Great place to work but low compensation,,0,,,,5.0,3.0,5.0,5.0,3.0,5.0
Wed Jun 05 2019 12:26:30 GMT+0530 (India Standard Time), Senior Subject Matter Expert,"Houston, TX",Current Employee ,"Smart people, evolving model",,0,,,,5.0,3.0,5.0,5.0,4.0,4.0
Wed May 29 2019 11:54:06 GMT+0530 (India Standard Time), Associate,"Chicago, IL",Current Employee ,good place,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Jun 03 2019 22:40:15 GMT+0530 (India Standard Time),,,Former Employee ,Interesting work,,0,,,,5.0,,,,,
Mon Jun 03 2019 23:26:12 GMT+0530 (India Standard Time), Associate,,Current Employee ,Great place to work,,0,,,,5.0,,,,,
Mon Jun 17 2019 11:03:28 GMT+0530 (India Standard Time), Senior Digital Analyst,Dubai,Current Employee ,Learning Opportunity,,0,,,,3.0,1.0,1.0,5.0,4.0,3.0
Sun Jun 02 2019 12:08:44 GMT+0530 (India Standard Time), Analyst,Sydney,Former Employee ,Excellent,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Sat Jun 15 2019 13:00:21 GMT+0530 (India Standard Time), Engagement Manager,"New York, NY",Current Employee ,"Smart colleagues, decent work, bad lifestyle",,0,,,,4.0,2.0,3.0,5.0,4.0,3.0
Thu May 30 2019 12:31:24 GMT+0530 (India Standard Time), Client Engagement Manager,Amsterdam,Current Employee ,"Great people, interesting projects, growth opportunities",,0,,,,5.0,3.0,4.0,5.0,4.0,3.0
Thu May 30 2019 23:02:16 GMT+0530 (India Standard Time), Analyst,"San Francisco, Heredia",Former Employee ,Excellet place to learn,,0,,,,5.0,4.0,4.0,3.0,3.0,3.0
Thu Jun 13 2019 07:20:43 GMT+0530 (India Standard Time), Senior Business Analyst,"Jersey City, NJ",Former Employee ,Best place to start your career,,0,,,,4.0,3.0,4.0,5.0,4.0,3.0
Mon May 27 2019 19:57:27 GMT+0530 (India Standard Time),,,Former Employee ,proud of it,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed May 22 2019 15:28:32 GMT+0530 (India Standard Time), Business Analyst,,Former Employee ,Great place to work at,,0,,,,5.0,,,,,
Tue May 21 2019 10:20:29 GMT+0530 (India Standard Time),,,Current Employee ,Great place for learning and amazing colleagues,,0,,,,5.0,5.0,5.0,4.0,3.0,4.0
Wed May 22 2019 08:52:16 GMT+0530 (India Standard Time),,,Former Employee ,Engagement Manager,,0,,,,5.0,2.0,5.0,5.0,5.0,4.0
Fri May 31 2019 10:25:38 GMT+0530 (India Standard Time), Senior Designer,"New York, NY",Current Employee ,"Life-changing experiences, dismal lifestyle",,0,,,,3.0,1.0,2.0,5.0,5.0,2.0
Sun May 19 2019 10:38:10 GMT+0530 (India Standard Time), Intern Analyst,Budapest,Former Employee ,Great place to intern,,0,,,,5.0,4.0,5.0,4.0,5.0,4.0
Sun May 19 2019 09:22:50 GMT+0530 (India Standard Time),,,Former Employee ,Great place to learn,,0,,,,5.0,,,,,
Sun May 26 2019 14:27:55 GMT+0530 (India Standard Time), Associate,"Chicago, IL",Current Employee ,"Great people, strong culture, challenging lifestyle",,0,,,,4.0,2.0,5.0,5.0,5.0,
Wed May 15 2019 07:42:01 GMT+0530 (India Standard Time), Knowledge Analyst,Wrocław,Current Employee ,Knowledge Analyst,,0,,,,5.0,2.0,5.0,5.0,5.0,3.0
Fri May 10 2019 21:34:51 GMT+0530 (India Standard Time), Expert Associate Partner,"Boston, MA",Current Employee ,Amazing culture and brilliant people everywhere,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Sun May 26 2019 22:07:35 GMT+0530 (India Standard Time), Manager,Singapore,Former Employee ,Good Firm for training,,0,,,,4.0,,,,,
Mon May 27 2019 03:04:04 GMT+0530 (India Standard Time),,,Current Employee ,Senior Digital Analyst,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Sun May 12 2019 05:13:19 GMT+0530 (India Standard Time),,,Current Employee ,I am still in the process,,0,,,,5.0,,,,,
Tue May 21 2019 17:34:11 GMT+0530 (India Standard Time), Associate,"Chicago, IL",Former Employee ,the Big Illusion,,0,,,,2.0,1.0,2.0,4.0,5.0,1.0
Thu May 09 2019 14:47:08 GMT+0530 (India Standard Time),,,Former Employee ,Sourcing analyst,,0,,,,5.0,,,,,
Fri May 10 2019 04:48:56 GMT+0530 (India Standard Time), Engagement Manager,"London, England",Current Employee ,Engagement Manager,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Tue May 07 2019 09:30:50 GMT+0530 (India Standard Time), Engagement Manager,,Current Employee ,Incredible growth opporunities,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Tue May 21 2019 06:47:56 GMT+0530 (India Standard Time), Research Analyst,"Boston, MA",Current Employee ,Learning environment,,0,,,,4.0,3.0,4.0,4.0,4.0,4.0
Sun Apr 09 2017 12:06:35 GMT+0530 (India Standard Time), Engagement Manager (Previously Associate),"Houston, TX",Former Employee ,"Grateful to have been there, just as grateful to have left",,0,,,,5.0,2.0,5.0,5.0,5.0,5.0
Fri May 03 2019 11:28:54 GMT+0530 (India Standard Time), Engagement Manager,Dubai,Current Employee ,"Great company to work for, great colleague!",,0,,,,5.0,2.0,5.0,5.0,5.0,5.0
Tue May 14 2019 11:30:50 GMT+0530 (India Standard Time), Financial Analyst,,Former Employee ,Good company culture,,0,,,,4.0,,,,,
Tue Apr 30 2019 07:55:02 GMT+0530 (India Standard Time),,"London, England",Current Employee ,Great place to work,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Sun Apr 28 2019 05:05:54 GMT+0530 (India Standard Time),,,Current Employee ,Terrific!,,0,,,,5.0,4.0,5.0,5.0,4.0,5.0
Sun Apr 28 2019 06:00:17 GMT+0530 (India Standard Time), Business Analyst,Madrid,Former Employee ,Great 1st job experience,,0,,,,5.0,1.0,5.0,5.0,4.0,4.0
Fri Apr 26 2019 23:08:58 GMT+0530 (India Standard Time),,,Current Employee ,Great environment,,0,,,,5.0,,,,,
Fri Apr 26 2019 05:49:09 GMT+0530 (India Standard Time), Associate,Ciudad de México,Current Employee ,2nd Year consultant,,0,,,,5.0,1.0,5.0,5.0,5.0,4.0
Thu Apr 25 2019 07:14:01 GMT+0530 (India Standard Time),,"Dublin, Dublin",Current Employee ,Positive,,0,,,,5.0,,,,,
Wed May 08 2019 19:50:28 GMT+0530 (India Standard Time),,,Current Employee ,"Good benefit, a lot of opportunities, but high stress level",,0,,,,4.0,,,,,
Tue Apr 23 2019 02:16:29 GMT+0530 (India Standard Time),,,Former Employee ,All about the people,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri May 03 2019 13:31:48 GMT+0530 (India Standard Time), Director,,Former Employee ,Great place to learn and develop,,0,,,,4.0,3.0,5.0,4.0,4.0,4.0
Mon May 06 2019 07:53:58 GMT+0530 (India Standard Time),,Berlin,Former Employee ,"Amazing people, speed & energy",,0,,,,4.0,2.0,5.0,4.0,5.0,4.0
Mon May 06 2019 10:52:00 GMT+0530 (India Standard Time), Go to Market Administrator,"Bogotá, Bogota",Former Employee ,I never got the McKinsey Experience.,,0,,,,2.0,1.0,3.0,1.0,3.0,4.0
Thu Apr 18 2019 04:04:23 GMT+0530 (India Standard Time), Consultant,"New York, NY",Current Employee ,"Challenging work, goodies and hotels",,0,,,,5.0,4.0,4.0,5.0,4.0,3.0
Tue Apr 09 2019 07:13:24 GMT+0530 (India Standard Time), Senior Engagement Manager,"New York, NY",Current Employee ,Great place to work,,0,,,,5.0,2.0,5.0,5.0,5.0,3.0
Thu May 02 2019 16:10:34 GMT+0530 (India Standard Time),,,Former Employee ,Higher,,0,,,,4.0,,,,,
Thu May 02 2019 17:57:08 GMT+0530 (India Standard Time),,,Current Employee ,Business Analyst,,0,,,,4.0,2.0,4.0,4.0,2.0,3.0
Wed Apr 17 2019 14:32:33 GMT+0530 (India Standard Time), Knowledge Expert,"Atlanta, GA",Current Employee ,Great Firm - Always innovative,,0,,,,5.0,2.0,4.0,4.0,5.0,4.0
Mon Apr 29 2019 10:50:52 GMT+0530 (India Standard Time), Digital Specialist,"New York, NY",Current Employee ,Good place but you will burn out,,0,,,,3.0,,,,,
Mon Apr 29 2019 09:21:48 GMT+0530 (India Standard Time),,,Former Employee ,Good company,,0,,,,4.0,4.0,4.0,3.0,3.0,4.0
Sat May 18 2019 06:39:20 GMT+0530 (India Standard Time), Associate,"London, England",Current Employee ,Cold. Calculated. Out of touch.,,0,,,,1.0,1.0,1.0,3.0,3.0,1.0
Fri Apr 26 2019 12:56:47 GMT+0530 (India Standard Time), Senior Engagement Manager,"São Paulo, São Paulo",Former Employee ,Great company but...,,0,,,,4.0,1.0,3.0,5.0,3.0,3.0
Wed Apr 17 2019 12:14:29 GMT+0530 (India Standard Time), Business Analyst,,Former Employee ,Not for everyone,,0,,,,3.0,1.0,3.0,5.0,2.0,3.0
Fri Apr 26 2019 02:28:12 GMT+0530 (India Standard Time), Fellow,Tel Aviv-Yafo,Current Employee ,Great school but terrible lifestyle,,0,,,,3.0,1.0,3.0,5.0,4.0,2.0
Wed Apr 24 2019 12:24:08 GMT+0530 (India Standard Time), Associate,,Current Employee ,"Amazing variety of work with smart people, little time to do anything else",,0,,,,4.0,3.0,4.0,5.0,5.0,4.0
Wed May 15 2019 10:07:34 GMT+0530 (India Standard Time), Senior Expert,"Chicago, IL",Current Employee ,Increasingly a profit maximizing firm that treats its people poorly,,0,,,,1.0,1.0,5.0,5.0,1.0,2.0
Sun Apr 21 2019 18:57:58 GMT+0530 (India Standard Time), Analyst,"New York, NY",Current Employee ,Not that exceptional,,0,,,,3.0,4.0,1.0,2.0,2.0,3.0
Tue Apr 09 2019 00:42:26 GMT+0530 (India Standard Time),,,Former Employee ,Associate,,0,,,,5.0,3.0,5.0,5.0,4.0,5.0
Tue Apr 09 2019 06:52:06 GMT+0530 (India Standard Time),,,Current Employee ,"A challenging, engaging place to work",,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Fri Apr 19 2019 13:48:36 GMT+0530 (India Standard Time), Business Analyst,,Former Employee ,Good place to learn,,0,,,,4.0,4.0,,,,
Fri Mar 29 2019 23:05:08 GMT+0530 (India Standard Time),,"New York, NY",Current Employee ,Tough but fulfilling place to work,,0,,,,5.0,1.0,5.0,5.0,3.0,5.0
Thu Apr 04 2019 01:44:16 GMT+0530 (India Standard Time), Research Analyst,,Current Employee ,Research analyst,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Apr 18 2019 07:31:05 GMT+0530 (India Standard Time), Associate,"Atlanta, GA",Former Employee ,"high pay, high prestige, long hours, stressful",,0,,,,3.0,2.0,2.0,4.0,4.0,2.0
Mon Apr 15 2019 15:28:38 GMT+0530 (India Standard Time), Client Engagement Manager,"New York, NY",Former Employee ,Great place to learn,,0,,,,4.0,3.0,4.0,5.0,3.0,4.0
Tue Apr 16 2019 05:39:18 GMT+0530 (India Standard Time), Data Scientist,Moscow,Former Employee ,Good place for career explode,,0,,,,4.0,1.0,3.0,5.0,4.0,4.0
Thu Mar 28 2019 03:17:54 GMT+0530 (India Standard Time),,,Former Employee ,Best consulting firm!,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Thu Apr 04 2019 04:03:40 GMT+0530 (India Standard Time), Management Consultant,"New York, NY",Current Employee ,Management Consultant.....or rubber stamper?,,0,,,,2.0,2.0,3.0,4.0,4.0,3.0
Sat Mar 23 2019 15:34:08 GMT+0530 (India Standard Time), Associate,"New York, NY",Former Employee ,AMAZING COMPANY AND PEOPLE,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Mar 26 2019 05:49:25 GMT+0530 (India Standard Time),,,Former Employee ,Engagement Manager,,0,,,,5.0,3.0,5.0,5.0,5.0,4.0
Tue Mar 26 2019 09:56:24 GMT+0530 (India Standard Time),,,Current Employee ,Great Company,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Apr 06 2019 23:39:16 GMT+0530 (India Standard Time),,,Former Employee ,Standard,,0,,,,3.0,,,,,
Thu Mar 21 2019 02:28:21 GMT+0530 (India Standard Time), Executive Assistant,"San Jose, San Jose",Former Employee ,Challenging and rewarding,,0,,,,5.0,3.0,5.0,3.0,3.0,4.0
Wed Apr 03 2019 14:21:51 GMT+0530 (India Standard Time), Financial Analyst,,Current Employee ,a company that is highly professional,,0,,,,4.0,3.0,4.0,4.0,3.0,4.0
Thu Apr 04 2019 05:49:43 GMT+0530 (India Standard Time),,,Current Employee ,Administrative growth is not a priority,,0,,,,4.0,3.0,3.0,1.0,4.0,3.0
Wed Mar 20 2019 10:16:20 GMT+0530 (India Standard Time), Senior Expert,"São Paulo, São Paulo",Current Employee ,Great institution to work!,,0,,,,5.0,,,,,
Tue Apr 02 2019 13:35:31 GMT+0530 (India Standard Time), Specialist,,Current Employee ,Best Management consulting company to work for,,0,,,,4.0,3.0,5.0,5.0,4.0,5.0
Fri Mar 15 2019 10:11:31 GMT+0530 (India Standard Time), Associate Partner,"Los Angeles, CA",Former Employee ,The world's most brilliant problem solver,,0,,,,5.0,1.0,5.0,5.0,5.0,4.0
Sun Mar 17 2019 07:34:33 GMT+0530 (India Standard Time), Business Analyst,,Current Employee ,Amazing company,,0,,,,5.0,4.0,5.0,5.0,4.0,5.0
Fri Mar 15 2019 14:55:16 GMT+0530 (India Standard Time), Associate,"Chicago, IL",Current Employee ,"Great Place to work, learn, and create impact",,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Wed Mar 27 2019 04:03:01 GMT+0530 (India Standard Time), Digital Specialist,Berlin,Current Employee ,Meh,,0,,,,3.0,3.0,5.0,5.0,5.0,1.0
Wed Mar 13 2019 10:56:29 GMT+0530 (India Standard Time),,,Former Employee ,Highly Competitive,,0,,,,5.0,3.0,5.0,4.0,4.0,
Mon Mar 25 2019 09:00:22 GMT+0530 (India Standard Time), Associate,,Current Employee ,"Incredible work, challenging lifestyle",,0,,,,4.0,2.0,3.0,5.0,5.0,3.0
Mon Mar 11 2019 21:45:16 GMT+0530 (India Standard Time), Digital Operations Analyst,"Chicago, IL",Current Employee ,AWESOME!,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Mar 10 2019 16:38:19 GMT+0530 (India Standard Time),,,Former Employee ,Amazing work environment,,0,,,,5.0,3.0,5.0,5.0,3.0,5.0
Wed Mar 06 2019 10:44:29 GMT+0530 (India Standard Time), Expert,"São Paulo, São Paulo",Current Employee ,Great place to work,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Thu Mar 21 2019 01:11:10 GMT+0530 (India Standard Time),,,Current Employee ,McKinsey - Sr. Associate,,0,,,,4.0,2.0,3.0,5.0,5.0,3.0
Sun Dec 09 2018 17:53:43 GMT+0530 (India Standard Time),,,Current Employee ,Best experience ever,,0,,,,5.0,3.0,5.0,4.0,5.0,5.0
Wed Apr 10 2019 20:44:45 GMT+0530 (India Standard Time), Junior Associate,,Former Employee ,Crap,,0,,,,1.0,1.0,1.0,3.0,5.0,1.0
Sun Apr 07 2019 15:21:12 GMT+0530 (India Standard Time), Global Helpdesk,Makati City,Current Employee ,Poor performance improvement plan,,0,,,,1.0,4.0,1.0,1.0,5.0,1.0
Mon Mar 18 2019 20:06:11 GMT+0530 (India Standard Time), Investment Data Specialist,"New York, NY",Current Employee ,"Inflexible schedule, not intellectually challenging",,0,,,,2.0,2.0,2.0,1.0,3.0,3.0
Sun Mar 17 2019 16:01:26 GMT+0530 (India Standard Time), Solution Administrative,"Tampa, FL",Current Employee ,Good Job!,,0,,,,3.0,3.0,3.0,3.0,3.0,3.0
Sat Mar 02 2019 13:27:29 GMT+0530 (India Standard Time),,"Chicago, IL",Current Employee ,Exceptional team environment,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Sat Mar 02 2019 17:29:17 GMT+0530 (India Standard Time), Associate Principal,Sydney,Current Employee ,Great company!,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Mar 03 2019 07:02:22 GMT+0530 (India Standard Time),,,Former Employee ,EA,,0,,,,5.0,,,,,
Thu Feb 28 2019 16:29:12 GMT+0530 (India Standard Time),,,Current Employee ,Great exposure,,0,,,,5.0,3.0,4.0,5.0,4.0,4.0
Thu Mar 14 2019 12:32:03 GMT+0530 (India Standard Time), Recruiting Administrator,,Former Employee ,Good,,0,,,,4.0,,,,,
Wed Feb 27 2019 19:08:51 GMT+0530 (India Standard Time), Engagement Manager,"New York, NY",Current Employee ,Constant learning,,0,,,,5.0,2.0,5.0,5.0,4.0,4.0
Thu Feb 28 2019 09:43:44 GMT+0530 (India Standard Time), Associate,"Salvador, Bahia",Current Employee ,Good place for career development,,0,,,,5.0,2.0,5.0,5.0,5.0,5.0
Wed Mar 13 2019 11:31:39 GMT+0530 (India Standard Time), Engagement Manager,"Chicago, IL",Current Employee ,"Great development path, impact, and exposure",,0,,,,4.0,1.0,3.0,4.0,4.0,3.0
Wed Mar 13 2019 13:05:41 GMT+0530 (India Standard Time), Associate,,Former Employee ,Management Consultant,,0,,,,4.0,3.0,5.0,5.0,4.0,4.0
Wed Mar 13 2019 15:22:31 GMT+0530 (India Standard Time),,,Former Employee ,Great apprenticeship,,0,,,,4.0,,,,,
Wed Mar 13 2019 18:40:39 GMT+0530 (India Standard Time), Senior Designer,"São Paulo, São Paulo",Current Employee ,Good place to learn and build a great portfolio working different industries ,,0,,,,4.0,2.0,4.0,4.0,4.0,4.0
Thu Mar 14 2019 01:25:22 GMT+0530 (India Standard Time),,,Former Employee ,Great learning,,0,,,,4.0,3.0,5.0,5.0,4.0,4.0
Wed Feb 27 2019 07:40:32 GMT+0530 (India Standard Time),,Prague,Current Employee ,Good Employer,,0,,,,5.0,,,,,
Tue Mar 12 2019 13:18:42 GMT+0530 (India Standard Time), Receptionist,Warsaw,Current Employee ,People with high personal culture but the presure is too high,,0,,,,4.0,2.0,3.0,4.0,4.0,4.0
Tue Mar 12 2019 15:13:28 GMT+0530 (India Standard Time),,,Former Employee ,Lots of work and lots of opportunities,,0,,,,4.0,1.0,4.0,5.0,4.0,4.0
Mon Feb 25 2019 10:27:03 GMT+0530 (India Standard Time), Engagement Manager,,Former Employee ,Great learning experience and growth,,0,,,,5.0,2.0,4.0,5.0,4.0,4.0
Tue Feb 26 2019 08:41:16 GMT+0530 (India Standard Time),,,Current Employee ,Excellent career progression for non consultants,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Mar 08 2019 22:54:13 GMT+0530 (India Standard Time), Student Researcher,Seoul,Current Employee ,Good opportunity to learn how McKinsey researches and collaborate with global teams,,0,,,,4.0,4.0,4.0,5.0,2.0,5.0
Thu Feb 21 2019 20:23:05 GMT+0530 (India Standard Time), Professional Development Manager,"Waltham, MA",Current Employee ,"Greatest Company to Work for, Hands Down",,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Fri Feb 22 2019 07:26:01 GMT+0530 (India Standard Time), Partner,"San Francisco, CA",Former Employee ,Innovative Management Training Ground,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Thu Mar 28 2019 12:16:30 GMT+0530 (India Standard Time), Senior Business Analyst,"Chicago, IL",Former Employee ,Bad Culture,,0,,,,1.0,2.0,1.0,3.0,1.0,2.0
Tue Feb 19 2019 04:41:17 GMT+0530 (India Standard Time),,,Former Employee ,Excellent Company,,0,,,,5.0,3.0,5.0,5.0,5.0,4.0
Sun Feb 17 2019 13:15:44 GMT+0530 (India Standard Time), Global IT Helpdesk,Prague,Current Employee ,Best Company Ever in the Worlds,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Feb 14 2019 16:04:58 GMT+0530 (India Standard Time),,,Current Employee ,Amazing company to work with,,0,,,,5.0,3.0,4.0,5.0,5.0,5.0
Wed Feb 27 2019 07:38:49 GMT+0530 (India Standard Time),,,Current Employee ,McKinsey Casablanca,,0,,,,4.0,,,,,
