date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Mon Jul 03 2017 23:57:45 GMT+0530 (India Standard Time), Data Analyst,"Gurgaon, Haryana",Current Employee ,Good but Timesheet is a unnecessary headache,,0,,,,4.0,3.0,5.0,4.0,5.0,3.0
Tue Jul 04 2017 06:22:33 GMT+0530 (India Standard Time),,,Current Employee ,General opinion!!,,0,,,,4.0,4.0,3.0,3.0,3.0,3.0
Mon Jun 12 2017 09:08:40 GMT+0530 (India Standard Time), Business Analyst,Mumbai,Former Employee ,Best company to work for ever,,0,,,,5.0,3.0,5.0,5.0,4.0,5.0
Fri Jun 23 2017 08:29:44 GMT+0530 (India Standard Time), UI,Bangalore,Former Employee ,UI/UX Designer,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Wed Jun 21 2017 03:53:28 GMT+0530 (India Standard Time),,,Former Employee ,Business Presentation Designer,,0,,,,4.0,2.0,5.0,3.0,4.0,5.0
Fri Jun 16 2017 03:13:23 GMT+0530 (India Standard Time),,,Former Employee ,Engagement Manager,,0,,,,4.0,3.0,5.0,4.0,4.0,5.0
Thu Jun 08 2017 01:42:13 GMT+0530 (India Standard Time), Assistant Process Associate,Chennai,Former Employee ,Great Place to Work,,0,,,,4.0,3.0,4.0,3.0,4.0,3.0
Mon May 22 2017 11:22:32 GMT+0530 (India Standard Time),,,Former Employee ,Great place to work,,0,,,,5.0,3.0,4.0,5.0,4.0,4.0
Thu May 18 2017 06:21:07 GMT+0530 (India Standard Time),,,Former Employee ,Great learning,,0,,,,5.0,2.0,5.0,5.0,4.0,5.0
Tue May 16 2017 03:32:50 GMT+0530 (India Standard Time),,,Former Employee ,Excellent Place!,,0,,,,5.0,,,,,
Wed May 10 2017 04:18:44 GMT+0530 (India Standard Time),,,Current Employee ,"Great people, Great Exposure",,0,,,,5.0,3.0,5.0,4.0,4.0,4.0
Mon May 08 2017 09:14:15 GMT+0530 (India Standard Time),,,Former Employee ,Great place to work and kick start your career,,0,,,,5.0,,,,,
Wed Apr 19 2017 19:32:45 GMT+0530 (India Standard Time), BPS,Chennai,Current Employee ,Business presentation specialist,,0,,,,5.0,4.0,5.0,5.0,5.0,4.0
Tue Apr 04 2017 22:12:22 GMT+0530 (India Standard Time), Business Presentation Specialist,Chennai,Current Employee ,Business Presentation Specialist,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Apr 03 2017 21:36:09 GMT+0530 (India Standard Time), Junior Data Analyst,"Gurgaon, Haryana",Former Employee ,Junior Data Analyst,,0,,,,5.0,3.0,5.0,4.0,5.0,5.0
Mon Apr 24 2017 13:54:47 GMT+0530 (India Standard Time), Implementation Coach,New Delhi,Current Employee ,McKinsey Implementation,,0,,,,1.0,1.0,2.0,5.0,4.0,3.0
Tue Mar 28 2017 16:08:05 GMT+0530 (India Standard Time), Junior Support Specialist,"Gurgaon, Haryana",Current Employee ,Superb,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Thu Mar 30 2017 06:46:29 GMT+0530 (India Standard Time), Lead,"Gurgaon, Haryana",Current Employee ,Review,,0,,,,4.0,5.0,5.0,3.0,5.0,3.0
Tue Mar 14 2017 08:34:13 GMT+0530 (India Standard Time),,,Former Employee ,Great place to learn and grow,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Fri Mar 24 2017 10:55:12 GMT+0530 (India Standard Time),,,Former Employee ,Working at McKinsey,,0,,,,4.0,,,,,
Mon Mar 20 2017 06:52:51 GMT+0530 (India Standard Time),,,Former Employee ,Good,,0,,,,3.0,1.0,5.0,2.0,2.0,3.0
Sun Feb 05 2017 22:52:47 GMT+0530 (India Standard Time), Business Presentation Specialist,Thiruvananthapuram,Current Employee ,Business Presentation Specialist,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Feb 17 2017 10:20:54 GMT+0530 (India Standard Time), GIS Specialist,"Gurgaon, Haryana",Former Employee ,Good Company to work with,,0,,,,4.0,4.0,5.0,3.0,5.0,4.0
Thu Feb 16 2017 22:48:25 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,Project Engineer,,0,,,,4.0,,,,,
Tue Jan 31 2017 09:56:48 GMT+0530 (India Standard Time), Research Analyst,"Gurgaon, Haryana",Former Employee ,Research Analyst,,0,,,,4.0,4.0,4.0,5.0,4.0,5.0
Sat Jan 28 2017 07:19:51 GMT+0530 (India Standard Time),,,Current Employee ,Great Firm to Start One's Career,,0,,,,4.0,4.0,5.0,4.0,3.0,3.0
Sun Jan 15 2017 00:51:43 GMT+0530 (India Standard Time), Associate,,Former Employee ,Highly Political and Office/Country Dependent,,0,,,,4.0,1.0,3.0,5.0,4.0,1.0
Sun Jan 08 2017 21:12:53 GMT+0530 (India Standard Time),,Chennai,Former Employee ,Need to be more employee oriented,,0,,,,2.0,2.0,2.0,1.0,2.0,5.0
Sun Jan 08 2017 04:26:27 GMT+0530 (India Standard Time), Junior Engineer,Pune,Former Employee ,Junior engineer,,0,,,,3.0,4.0,4.0,3.0,2.0,3.0
Wed Nov 23 2016 04:31:54 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Current Employee ,An organisation everyone should work for,,0,,,,5.0,4.0,5.0,4.0,5.0,4.0
Thu Nov 17 2016 19:27:16 GMT+0530 (India Standard Time), Knowledge Expert,New Delhi,Current Employee ,HR policies,,0,,,,5.0,3.0,5.0,4.0,4.0,3.0
Mon Nov 14 2016 07:42:41 GMT+0530 (India Standard Time),,,Former Employee ,Excellent place to learn 'management view',,0,,,,5.0,2.0,5.0,5.0,5.0,5.0
Wed Nov 09 2016 01:00:05 GMT+0530 (India Standard Time), Digital Analyst,Bangalore,Current Employee ,McKinsey Digital Labs,,0,,,,2.0,1.0,1.0,1.0,2.0,1.0
Sun Nov 06 2016 21:02:21 GMT+0530 (India Standard Time), Visual Aids Specialist,Thiruvananthapuram,Former Employee ,Business Presentation Specialist,,0,,,,3.0,1.0,4.0,3.0,2.0,1.0
Thu Oct 20 2016 00:55:06 GMT+0530 (India Standard Time), Engagement Manager,New Delhi,Former Employee ,Great place to work but lifestyle can be a challenge,,0,,,,5.0,3.0,5.0,5.0,4.0,5.0
Fri Oct 14 2016 12:42:49 GMT+0530 (India Standard Time),,,Former Employee ,Business Presentation Specialist,,0,,,,5.0,2.0,4.0,5.0,5.0,3.0
Sat Oct 15 2016 04:06:43 GMT+0530 (India Standard Time), Metallurgical Engineer,Chennai,Former Employee ,Engineering,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Oct 23 2016 11:50:24 GMT+0530 (India Standard Time),,,Current Employee ,Review,,0,,,,4.0,,,,,
Tue Oct 25 2016 02:26:18 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Former Employee ,life at mckinsey,,0,,,,3.0,4.0,5.0,3.0,4.0,4.0
Wed Oct 19 2016 12:35:28 GMT+0530 (India Standard Time), Junior Research Analyst,"Gurgaon, Haryana",Former Employee ,Great company to work for,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Fri Sep 30 2016 23:53:13 GMT+0530 (India Standard Time),,,Current Employee ,Business Analyst,,0,,,,5.0,3.0,5.0,5.0,4.0,4.0
Thu Oct 06 2016 23:22:37 GMT+0530 (India Standard Time), Business Presentation Specialist,Chennai,Current Employee ,Buisness Presentation Specialist,,0,,,,4.0,4.0,5.0,4.0,5.0,4.0
Tue Sep 13 2016 02:43:32 GMT+0530 (India Standard Time),,,Former Employee ,A great place to work and grow,,0,,,,5.0,,,,,
Sat Aug 20 2016 07:18:48 GMT+0530 (India Standard Time), Engagement Manager,Bangalore,Former Employee ,Most powerful experience!,,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Thu Sep 01 2016 08:46:37 GMT+0530 (India Standard Time),,Chennai,Current Employee ,BPS,,0,,,,4.0,4.0,5.0,3.0,4.0,4.0
Thu Aug 25 2016 03:01:50 GMT+0530 (India Standard Time),,,Current Employee ,Nice experience,,0,,,,4.0,,,,,
Thu Aug 18 2016 22:44:43 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Awesome company to work for,,0,,,,4.0,5.0,5.0,5.0,4.0,4.0
Mon Jul 25 2016 21:56:31 GMT+0530 (India Standard Time),,,Current Employee ,Practice Administrator,,0,,,,5.0,,,,,
Sat Jul 16 2016 12:29:08 GMT+0530 (India Standard Time), BPS,Chennai,Current Employee ,bPS,,0,,,,5.0,,,,,
Sun Jul 17 2016 17:07:17 GMT+0530 (India Standard Time), Business Presentation Specialist,Chennai,Former Employee ,Worked less a yr,,0,,,,5.0,2.0,2.0,3.0,5.0,2.0
Tue Jul 26 2016 03:55:25 GMT+0530 (India Standard Time),,,Current Employee ,Business Presentation Specialist,,0,,,,4.0,4.0,4.0,4.0,4.0,5.0
Sat Jul 02 2016 22:46:12 GMT+0530 (India Standard Time),,,Former Employee ,Junior Research analyst,,0,,,,4.0,4.0,3.0,4.0,3.0,3.0
Mon Jun 20 2016 04:00:30 GMT+0530 (India Standard Time),,,Current Employee ,Excellent,,0,,,,5.0,2.0,5.0,5.0,4.0,4.0
Thu Jun 09 2016 00:09:53 GMT+0530 (India Standard Time), Junior Analyst,"Gurgaon, Haryana",Current Employee ,Jr. Analyst,,0,,,,5.0,5.0,4.0,5.0,5.0,4.0
Sat Apr 02 2016 01:30:11 GMT+0530 (India Standard Time), Junior Data Analyst,Chennai,Current Employee ,Best Institution!,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Sat May 21 2016 11:10:57 GMT+0530 (India Standard Time),,,Current Employee ,Junior Analyst,,0,,,,3.0,,,,,
Mon May 16 2016 09:01:32 GMT+0530 (India Standard Time), Advisor,"Farīdābād, Haryana",Current Employee ,its makes me proud to work in,,0,,,,4.0,5.0,4.0,5.0,5.0,4.0
Sat Apr 30 2016 06:21:08 GMT+0530 (India Standard Time), Analyst,,Former Employee ,Analyst,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Thu May 12 2016 09:48:25 GMT+0530 (India Standard Time), Business Presentation Specialist,Thiruvananthapuram,Former Employee ,Business Presentation Specialist,,0,,,,4.0,3.0,4.0,3.0,4.0,3.0
Sun Apr 17 2016 22:52:18 GMT+0530 (India Standard Time),,,Current Employee ,Great Company,,0,,,,5.0,,,,,
Sat Apr 16 2016 00:14:09 GMT+0530 (India Standard Time),,,Current Employee ,Associate,,0,,,,5.0,3.0,5.0,5.0,4.0,5.0
Mon Apr 25 2016 11:29:43 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Former Employee ,Junior research analyst,,0,,,,3.0,4.0,5.0,3.0,3.0,4.0
Sat Apr 09 2016 21:56:24 GMT+0530 (India Standard Time), Business Presentation Designer,Chennai,Current Employee ,Good job,,0,,,,5.0,4.0,5.0,3.0,4.0,5.0
Thu Apr 07 2016 10:10:53 GMT+0530 (India Standard Time), Business Presentation Specialist,Chennai,Current Employee ,One hell of a company,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Apr 02 2016 10:56:18 GMT+0530 (India Standard Time),,,Former Employee ,Good place,,0,,,,5.0,5.0,,,,
Wed Mar 30 2016 13:34:50 GMT+0530 (India Standard Time), Technical Trainer,Chennai,Former Employee ,Work experience with McKinsey,,0,,,,3.0,4.0,4.0,2.0,4.0,2.0
Fri Apr 01 2016 21:17:32 GMT+0530 (India Standard Time),,"Gurgaon, Haryana",Former Employee ,Great company with employee benefits,,0,,,,4.0,4.0,5.0,4.0,5.0,4.0
Sat Apr 02 2016 04:22:27 GMT+0530 (India Standard Time), Business Presentation Designer,,Former Employee ,Business Presentation Designer,,0,,,,4.0,3.0,5.0,2.0,3.0,3.0
Sat Mar 12 2016 15:04:56 GMT+0530 (India Standard Time), Junior Associate,Bangalore,Current Employee ,Great place to work,,0,,,,5.0,3.0,5.0,5.0,5.0,4.0
Wed Mar 02 2016 19:36:37 GMT+0530 (India Standard Time),,,Current Employee ,Review,,0,,,,4.0,3.0,5.0,4.0,3.0,4.0
Fri Jan 29 2016 09:02:06 GMT+0530 (India Standard Time), Business Analyst,Chennai,Current Employee ,Best job,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Jan 24 2016 23:26:22 GMT+0530 (India Standard Time), Business Analyst,Chennai,Former Employee ,----,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Fri Jan 01 2016 22:48:48 GMT+0530 (India Standard Time),,,Current Employee ,Great place to explore yourselves,,0,,,,5.0,4.0,5.0,4.0,4.0,5.0
Sat Dec 19 2015 22:19:09 GMT+0530 (India Standard Time), Business Analyst,Mumbai,Former Employee ,McKinsey & Company,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Nov 24 2015 19:08:43 GMT+0530 (India Standard Time), Technology Architect,"Gurgaon, Haryana",Current Employee ,Pleasure to work with the Firm,,0,,,,5.0,5.0,4.0,4.0,4.0,4.0
Thu Dec 10 2015 03:12:04 GMT+0530 (India Standard Time),,,Former Employee ,A real roller coaster ride,,0,,,,4.0,2.0,5.0,5.0,4.0,4.0
Thu Dec 10 2015 10:18:59 GMT+0530 (India Standard Time),,,Former Employee ,Great Place Really addictive,,0,,,,4.0,3.0,5.0,5.0,4.0,3.0
Thu Nov 19 2015 10:49:01 GMT+0530 (India Standard Time),,,Current Employee ,Great place to work,,0,,,,5.0,3.0,4.0,4.0,4.0,4.0
Thu Nov 19 2015 06:10:04 GMT+0530 (India Standard Time),,,Former Employee ,Work Culture,,0,,,,5.0,4.0,5.0,4.0,4.0,4.0
Thu Nov 12 2015 23:05:16 GMT+0530 (India Standard Time),,New Delhi,Current Employee ,An institute in itself,,0,,,,5.0,4.0,5.0,5.0,2.0,3.0
Sat Nov 07 2015 20:51:04 GMT+0530 (India Standard Time), Analyst,"Gurgaon, Haryana",Former Employee ,Analyst,,0,,,,5.0,3.0,5.0,4.0,4.0,4.0
Tue Oct 20 2015 21:45:16 GMT+0530 (India Standard Time),,,Former Employee ,Business Analyst,,0,,,,5.0,4.0,5.0,5.0,5.0,5.0
Tue Oct 20 2015 02:37:04 GMT+0530 (India Standard Time), Software Engineer Intern,New Delhi,Current Employee ,Software Engineer Intern,,0,,,,5.0,2.0,5.0,5.0,4.0,5.0
Tue Oct 13 2015 05:56:00 GMT+0530 (India Standard Time), Research Analyst,"Gurgaon, Haryana",Current Employee ,Research ANalyst,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Tue Sep 15 2015 06:35:17 GMT+0530 (India Standard Time),,,Former Employee ,Great experience,,0,,,,4.0,2.0,5.0,4.0,4.0,4.0
Fri Sep 04 2015 02:36:23 GMT+0530 (India Standard Time), Senior Project Analyst,"Gurgaon, Haryana",Current Employee ,Overall good company to work with,,0,,,,4.0,4.0,4.0,2.0,4.0,3.0
Wed Aug 26 2015 01:39:37 GMT+0530 (India Standard Time), Knowledge Specialist,"Gurgaon, Haryana",Current Employee ,Good company to work with,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Jul 27 2015 20:34:18 GMT+0530 (India Standard Time), Business Presentation Specialist,Thiruvananthapuram,Former Employee ,"Great company, best benefits.",,0,,,,5.0,3.0,4.0,3.0,5.0,3.0
Tue Aug 11 2015 07:25:37 GMT+0530 (India Standard Time), Presentation Designer,Chennai,Former Employee ,"Great place to work, mediocre job profile",,0,,,,3.0,2.0,4.0,2.0,4.0,2.0
Thu Aug 06 2015 00:31:59 GMT+0530 (India Standard Time),,New Delhi,Current Employee ,Senior Analyst,,0,,,,4.0,4.0,4.0,3.0,3.0,3.0
Thu Jul 23 2015 09:59:03 GMT+0530 (India Standard Time), Subject Matter Expert,"Gurgaon, Haryana",Former Employee ,System analyst,,0,,,,4.0,5.0,4.0,5.0,5.0,3.0
Wed Jun 24 2015 15:45:06 GMT+0530 (India Standard Time), Associate,Mumbai,Current Employee ,"Associate, India office",,0,,,,5.0,3.0,5.0,5.0,5.0,5.0
Sat Jul 04 2015 01:22:24 GMT+0530 (India Standard Time),,,Current Employee ,"Visual Graphics Computing Services, India - Business Presentation Specialist 3+ years",,0,,,,4.0,3.0,3.0,4.0,,
Fri Jul 03 2015 01:19:13 GMT+0530 (India Standard Time), Administrative Assistant,Chennai,Former Employee ,Admin,,0,,,,4.0,4.0,5.0,2.0,5.0,3.0
Wed Jul 01 2015 23:47:30 GMT+0530 (India Standard Time), Senior Analyst,"Gurgaon, Haryana",Current Employee ,review,,0,,,,4.0,3.0,4.0,4.0,3.0,2.0
Mon Jun 22 2015 06:14:22 GMT+0530 (India Standard Time), Solution Analyst,"Gurgaon, Haryana",Current Employee ,Solution Analyst,,0,,,,4.0,,,,,
Mon May 25 2015 23:45:38 GMT+0530 (India Standard Time),,,Former Employee ,Analyst,,0,,,,4.0,3.0,4.0,4.0,4.0,4.0
Sat May 16 2015 13:16:49 GMT+0530 (India Standard Time), Senior IT Operations Engineer,"Gurgaon, Haryana",Current Employee ,A Mix,,0,,,,3.0,2.0,4.0,1.0,3.0,1.0
Sun May 10 2015 08:00:20 GMT+0530 (India Standard Time), Associate,Mumbai,Former Employee ,"Picked up lot of good skills, and even better number of friends",,0,,,,4.0,3.0,4.0,4.0,5.0,4.0
Tue Apr 14 2015 10:23:09 GMT+0530 (India Standard Time), Analyst,"Gurgaon, Haryana",Former Employee ,A great learning experience,,0,,,,4.0,3.0,5.0,4.0,4.0,4.0
Mon Mar 30 2015 01:01:11 GMT+0530 (India Standard Time), Business Analyst,Mumbai,Current Employee ,Great place to understand about different industries,,0,,,,4.0,3.0,5.0,5.0,4.0,5.0
Thu Mar 05 2015 02:21:37 GMT+0530 (India Standard Time), Engagement Manager,New Delhi,Former Employee ,Fantastic place to start your career,,0,,,,5.0,2.0,5.0,5.0,5.0,4.0
Sat Mar 21 2015 00:40:01 GMT+0530 (India Standard Time), Associate Partner,Mumbai,Current Employee ,Great place to work!,,0,,,,4.0,2.0,4.0,5.0,4.0,4.0
Mon Mar 09 2015 06:20:49 GMT+0530 (India Standard Time), Graphic Designer,Bangalore,Current Employee ,Bad experience.,,0,,,,2.0,2.0,1.0,1.0,1.0,1.0
Thu Mar 12 2015 07:00:55 GMT+0530 (India Standard Time), Junior Research Analyst,"Gurgaon, Haryana",Former Employee ,Great first job!,,0,,,,4.0,2.0,5.0,5.0,3.0,2.0
Thu Jan 22 2015 20:51:12 GMT+0530 (India Standard Time), Research Analyst,"Gurgaon, Haryana",Current Employee ,Great company..very people oriented..amazing set of people to work with!,,0,,,,5.0,3.0,5.0,4.0,2.0,4.0
Tue Feb 10 2015 03:56:38 GMT+0530 (India Standard Time),,,Current Employee ,Good company,,0,,,,3.0,3.0,3.0,2.0,2.0,2.0
Wed Feb 11 2015 05:53:47 GMT+0530 (India Standard Time), Junior Analyst,Calcutta,Current Employee ,Very good,,0,,,,3.0,3.0,3.0,3.0,3.0,3.0
Thu Jan 22 2015 08:47:02 GMT+0530 (India Standard Time),,,Current Employee ,Good learning experience but people are very hierarchical and promotes partiality,,0,,,,3.0,3.0,1.0,4.0,3.0,1.0
Mon Jan 12 2015 23:10:17 GMT+0530 (India Standard Time),,,Current Employee ,The 8 hours of sheer stress,,0,,,,3.0,4.0,3.0,3.0,4.0,4.0
Tue Jan 13 2015 10:49:37 GMT+0530 (India Standard Time), JRA,New Delhi,Former Employee ,JRA,,0,,,,4.0,4.0,5.0,4.0,4.0,4.0
Sat Jan 10 2015 22:56:29 GMT+0530 (India Standard Time),,,Current Employee ,Amazing place to be at,,0,,,,4.0,,,,,
Mon Jan 05 2015 01:53:00 GMT+0530 (India Standard Time),,,Current Employee ,Business Presentation Specialist (with 10 years exp. including mentoring experience),,0,,,,4.0,3.0,3.0,3.0,4.0,3.0
Thu Dec 11 2014 02:26:38 GMT+0530 (India Standard Time), Solutions Specialist,"Gurgaon, Haryana",Current Employee ,Great company to learn and benefit from.,,0,,,,5.0,3.0,5.0,4.0,4.0,4.0
Mon Dec 22 2014 10:31:49 GMT+0530 (India Standard Time), Network Engineer,"Gurgaon, Haryana",Current Employee ,Network Enggineer,,0,,,,4.0,5.0,5.0,3.0,4.0,5.0
Wed Nov 19 2014 03:25:58 GMT+0530 (India Standard Time), MI India,New Delhi,Current Employee ,One of the best brands to have on your CV but not worth it if you are joining McKinsey Implementation India,,0,,,,2.0,2.0,2.0,2.0,2.0,5.0
Wed Oct 08 2014 11:34:45 GMT+0530 (India Standard Time), Expert,New Delhi,Current Employee ,Unique experience at an unique firm,,0,,,,5.0,3.0,4.0,5.0,3.0,5.0
Tue Oct 14 2014 21:25:43 GMT+0530 (India Standard Time),,,Former Employee ,A place where everyone needs to step in atleast once in their life,,0,,,,4.0,5.0,3.0,3.0,3.0,2.0
Sat Oct 11 2014 06:55:37 GMT+0530 (India Standard Time),,,Current Employee ,"Valuable learning experience, excellent group of people to work with",,0,,,,4.0,3.0,5.0,5.0,4.0,4.0
Sat Aug 23 2014 21:48:28 GMT+0530 (India Standard Time), Senior Research Analyst,"Gurgaon, Haryana",Current Employee ,Consultants vs Researchers -- the McKinsey schism: Employees are not happy! don't trust reviews headlined 'impact'.,,0,,,,2.0,1.0,1.0,1.0,3.0,2.0
Tue Aug 26 2014 06:48:37 GMT+0530 (India Standard Time), IT Business Analyst,,Current Employee ,Nothing better then to start your career with Mck,,0,,,,5.0,4.0,5.0,5.0,4.0,5.0
Tue Aug 19 2014 23:40:52 GMT+0530 (India Standard Time), Financial Analyze,Chennai,Current Employee ,Excellent,,0,,,,5.0,5.0,5.0,4.0,3.0,1.0
Sun Aug 24 2014 02:29:47 GMT+0530 (India Standard Time), Techlead,"Gurgaon, Haryana",Current Employee ,"Smart People to work, Tough problems to solve - Amazing environment`",,0,,,,4.0,3.0,4.0,4.0,4.0,3.0
Mon Aug 25 2014 11:27:53 GMT+0530 (India Standard Time), Knowledge Specialist,"Gurgaon, Haryana",Current Employee ,Incredibly awesome first job!,,0,,,,4.0,3.0,4.0,4.0,3.0,3.0
Fri Aug 01 2014 11:00:42 GMT+0530 (India Standard Time), Business Analyst,"Gurgaon, Haryana",Current Employee ,McK is the best place to work,,0,,,,5.0,5.0,5.0,4.0,5.0,4.0
Wed Aug 06 2014 20:25:13 GMT+0530 (India Standard Time), Business Presentation Designer,Chennai,Current Employee ,"Once a Business Presenation Designer, forever a Business Presenation Designer",,0,,,,3.0,4.0,4.0,2.0,2.0,3.0
Tue Aug 05 2014 21:54:12 GMT+0530 (India Standard Time), Senior Analyst,"Gurgaon, Haryana",Current Employee ,Among the finest place to jump start the career,,0,,,,4.0,2.0,5.0,5.0,4.0,3.0
Mon Jul 28 2014 04:08:51 GMT+0530 (India Standard Time), Proofreader,Chennai,Former Employee ,Good,,0,,,,3.0,4.0,3.0,4.0,5.0,2.0
Sat Jul 05 2014 04:26:21 GMT+0530 (India Standard Time), Business Presentation Specialist,Chennai,Current Employee ,Its Professional,,0,,,,4.0,4.0,4.0,4.0,4.0,3.0
Fri Jul 04 2014 23:30:05 GMT+0530 (India Standard Time), Portfolio Manager,"Gurgaon, Haryana",Current Employee ,portfolio manager,,0,,,,3.0,5.0,3.0,3.0,4.0,1.0
Wed Jul 02 2014 13:06:07 GMT+0530 (India Standard Time),,,Current Employee ,Good place to start a career after B School,,0,,,,4.0,3.0,4.0,4.0,4.0,5.0
Sat Jun 14 2014 00:57:26 GMT+0530 (India Standard Time), Process Associate,Chennai,Current Employee ,Good company to work,,0,,,,2.0,3.0,2.0,2.0,2.0,2.0
Thu Jun 12 2014 03:50:34 GMT+0530 (India Standard Time), Senior Associate,Chennai,Current Employee ,"Yes, I would recommend this company to a friend",,0,,,,3.0,2.0,3.0,3.0,3.0,1.0
Sun Apr 27 2014 21:06:27 GMT+0530 (India Standard Time), Junior Associate,Mumbai,Current Employee ,A great place to learn and grow,,0,,,,5.0,2.0,4.0,5.0,5.0,5.0
Sun Apr 20 2014 09:53:54 GMT+0530 (India Standard Time),,,Current Employee ,Been a part of Talent Acquisition for India and APAC,,0,,,,5.0,,,,,
Wed May 14 2014 06:08:02 GMT+0530 (India Standard Time),,,Former Employee ,Average Place to work,,0,,,,1.0,3.0,2.0,1.0,3.0,1.0
Thu Mar 06 2014 12:32:19 GMT+0530 (India Standard Time), Client Development Coordinator,Chennai,Former Employee ,Client development coordinator,,0,,,,4.0,3.0,5.0,4.0,3.0,4.0
Sun Feb 16 2014 03:01:02 GMT+0530 (India Standard Time),,,Current Employee ,Work is very logistics oriented and no versitality,,0,,,,3.0,2.0,3.0,3.0,2.0,3.0
Sat Dec 14 2013 16:22:11 GMT+0530 (India Standard Time),,,Former Employee ,Nice place,,0,,,,5.0,3.0,5.0,5.0,4.0,4.0
Mon Nov 11 2013 23:32:51 GMT+0530 (India Standard Time), BPS,,Former Employee ,Very good friendly atmosphere,,0,,,,5.0,4.0,4.0,5.0,5.0,4.0
Sun Nov 03 2013 20:33:56 GMT+0530 (India Standard Time), Knowledge Analyst,"Gurgaon, Haryana",Current Employee ,Knowledge Analyst,,0,,,,5.0,,,,,
Mon Nov 11 2013 18:17:15 GMT+0530 (India Standard Time), Engagement Manager,Mumbai,Current Employee ,Awesome experience at the firm !!!,,0,,,,4.0,2.0,3.0,5.0,5.0,3.0
Thu Oct 31 2013 05:23:00 GMT+0530 (India Standard Time), Business Analyst,Chennai,Current Employee ,Good place to work,,0,,,,4.0,3.0,4.0,4.0,4.0,3.0
Mon Oct 21 2013 04:27:43 GMT+0530 (India Standard Time), Trainer,Chennai,Current Employee ,Too much politics!,,0,,,,1.0,1.0,2.0,1.0,2.0,1.0
Wed Sep 25 2013 03:17:32 GMT+0530 (India Standard Time),,,Current Employee ,A firm for analysts and consultants,,0,,,,4.0,4.0,4.0,3.0,4.0,1.0
Sun Sep 22 2013 22:08:31 GMT+0530 (India Standard Time), Analyst,New Delhi,Current Employee ,Great Launchpad for an aspiring career trajectory,,0,,,,4.0,3.0,5.0,4.0,4.0,4.0
Thu Aug 08 2013 11:03:29 GMT+0530 (India Standard Time), Analyst,"Gurgaon, Haryana",Former Employee ,Good environment for personal and professional development,,0,,,,5.0,4.0,5.0,5.0,4.0,4.0
Wed Mar 13 2013 23:57:07 GMT+0530 (India Standard Time), Analyst,New Delhi,Current Employee ,General review,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Feb 03 2013 17:25:28 GMT+0530 (India Standard Time), Business Analyst,New Delhi,Former Employee ,"Fanstastic learning experience, best job out of undergrad",,0,,,,5.0,3.0,5.0,5.0,3.0,5.0
Sun Jan 06 2013 01:24:23 GMT+0530 (India Standard Time), Business Presentation Specialist,Thiruvārūr,Current Employee ,"Visual Graphics Computing Services, India - Business Presentation Specialist",,0,,,,4.0,3.0,5.0,4.0,4.0,3.0
Sat Jan 26 2013 00:32:10 GMT+0530 (India Standard Time), Junior Associate,New Delhi,Current Employee ,"Sharp development trajectory, caring culture but with high expectations from you",,0,,,,4.0,2.0,5.0,5.0,4.0,5.0
Wed Jan 23 2013 23:19:28 GMT+0530 (India Standard Time), Business Analyst,Mumbai,Former Employee ,"Business Analyst, McKinsey and Company",,0,,,,4.0,3.0,4.0,5.0,4.0,5.0
Wed Dec 26 2012 02:27:24 GMT+0530 (India Standard Time), Business Analyst,Mumbai,Former Employee ,Excellent first job to learn how businesses function,,0,,,,4.0,3.0,5.0,5.0,4.0,4.0
Fri Dec 07 2012 11:45:40 GMT+0530 (India Standard Time), Assistant Process Associate,Chennai,Current Employee ,It was fabulous and innovative.,,0,,,,3.0,3.0,4.0,3.0,3.0,4.0
Wed Oct 31 2012 04:07:42 GMT+0530 (India Standard Time), Executive Assistant,Mumbai,Current Employee ,Learning Curve - learning never stops here,,0,,,,3.0,3.0,3.0,4.0,3.0,4.0
